time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Localisation
2021-11-20,6.6,1.5,12.7,0.0,,116.0,7.0,21.0,1025.1,,Brest
2021-11-21,9.1,4.6,11.5,0.5,,357.0,17.9,67.0,1020.1,,Brest
2021-11-22,7.7,5.4,10.2,2.3,,42.0,24.5,52.0,1025.7,,Brest
2021-11-23,8.5,5.8,11.1,4.6,,48.0,22.4,72.0,1029.0,,Brest
2021-11-24,8.9,6.9,10.3,0.0,,8.0,9.8,31.0,1022.2,,Brest
2021-11-25,7.5,4.3,10.8,0.5,,3.0,14.3,52.0,1017.6,,Brest
2021-11-26,7.7,2.3,11.8,1.3,,305.0,19.6,68.0,1007.6,,Brest
2021-11-27,6.7,4.2,9.0,8.1,,345.0,36.0,104.0,1004.3,,Brest
2021-11-28,5.4,4.5,6.3,4.0,,329.0,13.2,52.0,1011.9,,Brest
2021-11-29,6.4,1.2,9.2,5.6,,285.0,8.3,28.0,1017.4,,Brest
2021-11-30,9.2,5.7,11.2,2.9,,241.0,17.1,52.0,1020.5,,Brest
2021-12-01,9.4,6.7,12.2,7.6,,304.0,27.5,70.0,1009.2,,Brest
2021-12-02,6.7,3.3,9.5,4.8,,340.0,16.5,52.0,1016.1,,Brest
2021-12-03,11.0,3.9,12.7,18.3,,246.0,24.9,67.0,1010.0,,Brest
2021-12-04,8.9,5.9,12.7,14.0,,290.0,23.6,63.0,1008.0,,Brest
2021-12-05,7.5,5.0,10.3,10.4,,328.0,26.1,68.0,1015.1,,Brest
2021-12-06,7.6,3.4,12.1,2.5,,254.0,16.1,52.0,1016.1,,Brest
2021-12-07,7.8,4.7,11.6,4.3,,222.0,26.2,76.0,1001.3,,Brest
2021-12-08,4.9,2.4,8.3,26.4,,279.0,15.3,50.0,1001.2,,Brest
2021-12-09,8.3,3.4,12.4,11.0,,245.0,17.9,65.0,1005.7,,Brest
2021-12-10,8.6,7.5,12.4,11.4,,306.0,26.6,83.0,1008.9,,Brest
2021-12-11,9.9,5.6,12.5,0.0,,229.0,12.8,31.0,1019.6,,Brest
2021-12-12,11.8,10.8,12.6,0.1,,206.0,19.9,39.0,1023.0,,Brest
2021-12-13,10.3,9.7,11.6,0.5,,171.0,17.2,35.0,1023.4,,Brest
2021-12-14,10.0,9.3,11.0,0.0,,178.0,11.1,26.0,1029.2,,Brest
2021-12-15,7.7,4.3,11.5,0.3,,98.0,6.8,21.0,1031.8,,Brest
2021-12-16,4.7,0.4,9.3,0.0,,68.0,11.0,31.0,1034.9,,Brest
2021-12-17,7.6,4.6,11.4,0.3,,63.0,21.5,57.0,1034.5,,Brest
2021-12-18,6.6,3.5,11.4,0.0,,65.0,14.7,42.0,1032.1,,Brest
2021-12-19,6.0,4.0,9.9,0.0,,62.0,18.1,41.0,1029.2,,Brest
2021-12-20,3.9,2.4,5.4,0.0,,99.0,12.4,31.0,1024.0,,Brest
2021-12-21,2.9,-1.0,7.4,0.0,,106.0,9.5,33.0,1020.7,,Brest
2021-12-22,4.4,0.8,7.5,0.0,,161.0,24.6,44.0,1015.3,,Brest
2021-12-23,9.5,5.6,12.8,2.0,,185.0,20.5,44.0,1009.6,,Brest
2021-12-24,9.9,2.0,12.1,2.0,,181.0,20.4,55.0,1003.1,,Brest
2021-12-25,8.6,1.0,11.6,12.5,,194.0,19.4,37.0,999.7,,Brest
2021-12-26,10.8,8.8,13.8,2.8,,213.0,13.8,41.0,1001.2,,Brest
2021-12-27,11.8,10.0,12.9,15.0,,218.0,30.6,74.0,992.2,,Brest
2021-12-28,11.8,10.4,13.1,2.2,,247.0,25.0,57.0,1002.8,,Brest
2021-12-29,13.5,10.3,14.3,9.4,,232.0,37.1,67.0,1011.1,,Brest
2021-12-30,12.9,11.2,14.0,1.5,,203.0,33.6,68.0,1017.5,,Brest
2021-12-31,12.7,11.7,13.6,0.3,,195.0,25.0,54.0,1019.6,,Brest
2022-01-01,11.4,3.0,15.1,0.0,,189.0,27.7,52.0,1018.4,,Brest
2022-01-02,12.3,11.6,13.0,7.6,,227.0,33.6,81.0,1017.1,,Brest
2022-01-03,10.9,8.7,12.1,0.3,,237.0,20.2,59.0,1013.4,,Brest
2022-01-04,7.2,4.6,9.5,14.5,,309.0,15.4,46.3,1007.5,,Brest
2022-01-05,5.1,1.7,8.6,5.3,,295.0,7.7,39.0,1019.1,,Brest
2022-01-06,6.4,3.2,9.3,0.0,,211.0,16.2,55.0,1020.1,,Brest
2022-01-07,8.2,5.6,10.1,3.9,,275.0,21.3,59.0,1019.7,,Brest
2022-01-08,8.6,7.1,11.2,3.8,,264.0,31.3,81.0,1011.9,,Brest
2022-01-09,8.9,6.5,11.8,9.9,,278.0,17.9,63.0,1009.5,,Brest
2022-01-10,11.7,9.3,12.4,9.1,,291.0,15.9,54.0,1018.9,,Brest
2022-01-11,10.7,8.7,13.4,2.5,,292.0,4.9,17.0,1030.4,,Brest
2022-01-12,10.3,10.0,11.0,0.0,,33.0,9.6,22.2,1038.9,,Brest
2022-01-13,6.7,1.9,10.2,0.0,,66.0,11.1,24.0,1039.0,,Brest
2022-01-14,2.6,-2.0,8.2,0.0,,157.0,8.8,24.0,1033.7,,Brest
2022-01-15,5.9,0.4,10.0,0.0,,161.0,14.2,35.0,1027.1,,Brest
2022-01-16,8.6,5.3,12.0,0.3,,233.0,11.8,33.0,1030.7,,Brest
2022-01-17,6.7,2.6,10.5,1.8,,64.0,6.4,17.0,1038.0,,Brest
2022-01-18,3.6,0.3,6.1,0.0,,113.0,9.0,21.0,1035.8,,Brest
2022-01-19,7.1,-1.1,11.6,0.0,,277.0,11.5,35.0,1031.7,,Brest
2022-01-20,6.5,3.5,9.8,0.5,,16.0,12.3,48.0,1036.5,,Brest
2022-01-21,3.8,0.0,7.2,0.0,,67.0,7.1,22.2,1040.4,,Brest
2022-01-22,4.8,-0.7,8.4,0.0,,40.0,6.0,24.0,1039.2,,Brest
2022-01-23,5.3,1.4,9.5,0.0,,68.0,12.8,35.0,1032.6,,Brest
2022-01-24,1.6,0.8,4.7,0.0,,119.0,6.5,17.0,1030.6,,Brest
2022-01-25,3.4,1.4,9.1,0.0,,81.0,7.3,18.0,1033.4,,Brest
2022-01-26,3.1,-1.4,9.1,0.0,,179.0,7.9,22.0,1035.6,,Brest
2022-01-27,6.9,1.1,11.5,0.0,,231.0,11.0,24.0,1034.8,,Brest
2022-01-28,9.3,7.4,10.5,0.8,,275.0,4.6,25.9,1037.8,,Brest
2022-01-29,9.2,8.3,10.5,0.1,,278.0,9.8,31.0,1037.5,,Brest
2022-01-30,9.4,8.4,12.1,0.8,,289.0,8.9,22.0,1033.8,,Brest
2022-01-31,9.0,7.6,10.4,0.5,,329.0,20.6,55.0,1032.3,,Brest
2022-02-01,9.3,7.5,10.0,0.0,,296.0,16.0,44.5,1032.7,,Brest
2022-02-02,8.4,7.3,10.3,0.5,,276.0,11.3,37.0,1028.4,,Brest
2022-02-03,8.8,7.3,11.1,2.3,,236.0,12.3,28.0,1019.6,,Brest
2022-02-04,8.2,3.6,10.3,0.5,,269.0,20.5,52.0,1019.3,,Brest
2022-02-05,6.7,2.2,10.7,1.0,,250.0,15.2,46.0,1027.4,,Brest
2022-02-06,10.9,9.1,12.2,1.5,,259.0,30.9,65.0,1022.4,,Brest
2022-02-07,10.4,8.7,12.4,1.3,,277.0,12.3,41.0,1030.5,,Brest
2022-02-08,9.8,7.9,11.6,0.4,,200.0,12.6,31.0,1032.0,,Brest
2022-02-09,7.8,6.3,10.0,0.3,,207.0,10.2,21.0,1027.3,,Brest
2022-02-10,6.9,2.2,8.4,9.3,,304.0,13.4,46.0,1026.8,,Brest
2022-02-11,3.9,-0.6,10.3,3.6,,198.0,7.4,22.0,1033.3,,Brest
2022-02-12,5.3,0.3,10.5,0.0,,176.0,19.3,50.0,1023.8,,Brest
2022-02-13,9.2,7.1,10.6,30.5,,211.0,32.6,77.8,1003.4,,Brest
2022-02-14,6.8,5.6,10.5,36.3,,280.0,18.3,57.0,1007.0,,Brest
2022-02-15,9.4,5.7,11.7,9.1,,238.0,25.9,61.0,1014.7,,Brest
2022-02-16,12.4,11.9,12.8,4.5,,253.0,33.6,67.0,1010.6,,Brest
2022-02-17,11.1,9.0,13.2,1.5,,241.0,21.0,54.0,1016.8,,Brest
2022-02-18,8.7,3.4,11.4,3.3,,254.0,34.9,80.0,1010.4,,Brest
2022-02-19,7.5,2.5,11.0,1.8,,243.0,23.6,72.0,1019.8,,Brest
2022-02-20,11.1,8.9,12.2,2.3,,249.0,33.1,78.0,1018.5,,Brest
2022-02-21,9.4,7.8,11.9,3.3,,293.0,27.5,74.0,1024.0,,Brest
2022-02-22,10.6,7.5,14.3,0.0,,266.0,20.9,54.0,1027.0,,Brest
2022-02-23,7.1,2.4,10.4,0.5,,212.0,10.4,35.0,1025.5,,Brest
2022-02-24,7.4,3.6,9.5,1.6,,266.0,22.3,63.0,1020.5,,Brest
2022-02-25,6.1,2.0,12.0,3.0,,301.0,9.6,44.0,1030.7,,Brest
2022-02-26,7.1,2.8,11.5,0.3,,140.0,23.6,55.0,1025.7,,Brest
2022-02-27,7.9,3.6,13.1,0.0,,165.0,17.9,44.0,1019.9,,Brest
2022-02-28,9.8,6.8,12.4,0.0,,178.0,23.3,57.0,1023.1,,Brest
2022-03-01,11.0,9.9,13.0,16.2,,157.0,14.1,35.2,1021.4,,Brest
2022-03-02,10.2,9.0,11.5,0.6,,185.0,18.8,41.0,1016.8,,Brest
2022-03-03,8.9,6.7,11.6,4.8,,298.0,14.4,39.0,1015.8,,Brest
2022-03-04,7.2,4.5,10.4,1.0,,332.0,14.0,39.0,1023.3,,Brest
2022-03-05,5.8,1.3,9.6,0.0,,6.0,16.3,50.0,1024.8,,Brest
2022-03-06,5.8,3.3,8.0,2.5,,43.0,19.5,50.0,1024.7,,Brest
2022-03-07,3.9,0.7,8.3,0.0,,91.0,15.4,42.0,1019.2,,Brest
2022-03-08,7.4,1.3,13.3,0.0,,168.0,21.7,61.0,1009.8,,Brest
2022-03-09,9.4,6.6,11.4,3.2,,166.0,28.9,65.0,1011.7,,Brest
2022-03-10,8.4,3.4,12.7,2.0,,188.0,17.4,53.7,1013.5,,Brest
2022-03-11,9.7,7.2,12.5,16.5,,195.0,28.9,63.0,1000.9,,Brest
2022-03-12,8.3,5.0,11.7,7.8,,185.0,30.3,83.0,1005.5,,Brest
2022-03-13,8.7,6.9,11.5,11.2,,206.0,22.9,55.5,1005.6,,Brest
2022-03-14,9.3,5.3,15.6,4.3,,88.0,11.1,44.5,1021.0,,Brest
2022-03-15,9.6,2.4,16.4,0.0,,87.0,9.1,44.5,1019.3,,Brest
2022-03-16,8.6,5.7,11.1,0.0,,346.0,14.3,44.0,1020.2,,Brest
2022-03-17,6.9,-0.1,13.0,3.0,,353.0,8.4,28.0,1034.2,,Brest
2022-03-18,8.7,2.8,15.0,0.0,,56.0,19.9,50.0,1036.8,,Brest
2022-03-19,10.2,5.8,14.5,0.0,,97.0,18.8,42.0,1028.1,,Brest
2022-03-20,12.7,8.0,18.5,0.0,,139.0,13.9,38.9,1022.7,,Brest
2022-03-21,13.1,8.8,19.1,0.0,,136.0,19.8,44.0,1022.4,,Brest
2022-03-22,12.9,9.4,17.1,0.0,,140.0,22.4,50.0,1022.4,,Brest
2022-03-23,12.2,6.6,19.0,0.0,,142.0,14.5,42.0,1025.7,,Brest
2022-03-24,10.2,4.1,17.6,0.0,,39.0,14.0,37.0,1027.5,,Brest
2022-03-25,11.3,5.5,18.3,0.0,,47.0,18.9,44.0,1026.2,,Brest
2022-03-26,11.6,7.0,19.5,0.0,,52.0,18.9,46.0,1026.4,,Brest
2022-03-27,12.7,4.7,22.1,0.0,,,,,,,Brest
2022-03-28,13.5,5.0,19.7,1.2,,126.0,11.1,28.0,1018.9,,Brest
2022-03-29,9.9,6.3,15.0,0.5,,3.0,9.7,35.2,1009.8,,Brest
2022-03-30,10.3,8.2,13.0,0.0,,356.0,13.0,35.0,1007.0,,Brest
2022-03-31,6.8,4.7,9.5,0.8,,359.0,22.2,72.0,1009.3,,Brest
2022-04-01,5.5,2.0,9.0,1.5,,1.0,19.8,54.0,1019.8,,Brest
2022-04-02,5.1,1.4,10.1,0.5,,349.0,11.6,33.0,1023.3,,Brest
2022-04-03,4.2,-2.4,10.6,0.0,,35.0,10.4,37.0,1026.7,,Brest
2022-04-04,6.5,-1.0,10.5,0.0,,255.0,13.7,41.0,1022.5,,Brest
2022-04-05,10.3,6.8,12.5,1.5,,302.0,13.4,37.0,1017.3,,Brest
2022-04-06,10.9,6.5,13.9,0.0,,237.0,29.1,63.0,1007.7,,Brest
2022-04-07,10.6,8.6,13.0,5.1,,267.0,27.1,76.0,1001.4,,Brest
2022-04-08,6.6,2.0,12.4,14.5,,288.0,24.9,70.0,1001.4,,Brest
2022-04-09,6.9,0.3,12.3,6.9,,335.0,7.3,57.0,1018.6,,Brest
2022-04-10,8.7,1.6,14.4,0.0,,132.0,20.1,57.0,1015.4,,Brest
2022-04-11,13.6,9.2,18.0,0.0,,153.0,21.6,54.0,1003.1,,Brest
2022-04-12,12.9,11.3,16.1,2.0,,184.0,20.5,50.0,1003.9,,Brest
2022-04-13,12.9,10.3,17.6,0.0,,190.0,12.9,35.0,1015.8,,Brest
2022-04-14,12.7,5.8,20.3,0.5,,177.0,11.5,42.0,1022.1,,Brest
2022-04-15,12.4,9.4,19.3,0.2,,209.0,8.9,31.5,1026.2,,Brest
2022-04-16,13.3,5.7,23.5,0.2,,31.0,8.9,40.8,1026.8,,Brest
2022-04-17,12.1,7.9,18.7,0.0,,217.0,12.5,33.0,1022.1,,Brest
2022-04-18,9.9,5.2,14.7,0.3,,297.0,10.2,35.0,1020.4,,Brest
2022-04-19,8.7,2.6,13.6,0.0,,328.0,11.5,37.0,1019.0,,Brest
2022-04-20,10.2,7.6,14.5,0.0,,352.0,13.9,35.2,1015.8,,Brest
2022-04-21,11.6,6.9,18.1,0.0,,33.0,8.4,33.3,1009.2,,Brest
2022-04-22,12.3,7.9,17.4,0.3,,51.0,22.7,48.0,1001.5,,Brest
2022-04-23,12.1,9.5,16.2,0.0,,33.0,23.5,50.0,998.7,,Brest
2022-04-24,11.9,10.1,15.1,0.0,,17.0,13.7,46.3,1006.2,,Brest
2022-04-25,12.2,8.8,17.5,6.6,,47.0,11.9,35.0,1013.2,,Brest
2022-04-26,11.2,5.7,18.1,0.0,,67.0,18.1,46.0,1017.7,,Brest
2022-04-27,11.1,7.5,15.6,0.0,,59.0,25.1,50.0,1021.4,,Brest
2022-04-28,12.4,9.3,18.6,0.0,,50.0,20.9,46.0,1026.3,,Brest
2022-04-29,11.8,7.4,17.1,0.3,,34.0,16.8,48.0,1029.7,,Brest
2022-04-30,9.9,5.6,14.5,0.0,,42.0,15.3,35.0,1028.4,,Brest
2022-05-01,11.3,6.5,17.2,0.0,,31.0,11.3,31.0,1023.5,,Brest
2022-05-02,10.8,9.0,14.2,1.0,,29.0,15.3,31.5,1020.7,,Brest
2022-05-03,11.7,7.1,17.4,0.0,,21.0,12.2,30.0,1021.4,,Brest
2022-05-04,12.8,8.3,17.6,0.0,,333.0,10.3,31.0,1022.6,,Brest
2022-05-05,13.6,9.9,18.3,0.0,,327.0,9.0,39.0,1026.4,,Brest
2022-05-06,12.0,6.0,17.8,0.0,,345.0,9.2,30.0,1029.1,,Brest
2022-05-07,13.2,7.3,18.4,0.3,,349.0,10.5,33.0,1027.4,,Brest
2022-05-08,14.3,7.4,21.1,0.3,,41.0,13.8,37.0,1025.8,,Brest
2022-05-09,15.9,9.4,23.9,0.3,,174.0,15.3,42.0,1023.0,,Brest
2022-05-10,14.4,10.2,19.2,0.0,,229.0,16.3,33.0,1019.3,,Brest
2022-05-11,13.2,9.5,17.3,0.3,,235.0,22.6,74.0,1015.1,,Brest
2022-05-12,11.6,5.9,18.4,0.5,,275.0,9.5,33.0,1022.4,,Brest
2022-05-13,12.8,6.4,19.0,0.3,,267.0,10.2,35.2,1024.4,,Brest
2022-05-14,13.0,5.7,18.7,0.0,,39.0,13.5,37.0,1019.9,,Brest
2022-05-15,15.7,10.3,23.2,0.0,,124.0,8.8,33.3,1010.9,,Brest
2022-05-16,16.3,14.4,19.8,3.3,,198.0,26.9,67.0,1014.9,,Brest
2022-05-17,16.3,11.8,23.2,0.5,,183.0,23.2,61.0,1016.2,,Brest
2022-05-18,14.9,12.4,19.4,0.8,,190.0,14.5,35.0,1018.3,,Brest
2022-05-19,14.4,8.6,20.2,2.8,,237.0,8.8,31.0,1020.1,,Brest
2022-05-20,14.5,10.7,19.0,0.3,,289.0,12.7,48.0,1021.7,,Brest
2022-05-21,14.4,7.8,20.2,1.5,,307.0,9.8,30.0,1022.6,,Brest
2022-05-22,13.9,10.3,20.3,0.0,,31.0,11.3,27.8,1013.8,,Brest
2022-05-23,12.4,10.8,15.3,5.1,,296.0,11.4,35.0,1007.7,,Brest
2022-05-24,12.2,7.5,16.5,1.5,,274.0,13.0,35.0,1011.2,,Brest
2022-05-25,13.0,7.6,17.0,0.3,,251.0,16.0,52.0,1020.1,,Brest
2022-05-26,14.1,12.0,17.7,,,274.0,11.5,30.0,1027.5,,Brest
2022-05-27,14.6,11.2,19.2,0.3,,319.0,12.1,31.0,1028.5,,Brest
2022-05-28,13.6,4.8,20.4,0.3,,36.0,18.3,48.0,1024.8,,Brest
2022-05-29,13.7,7.8,20.2,0.3,,49.0,17.4,41.0,1018.3,,Brest
2022-05-30,12.6,6.5,17.4,0.0,,19.0,10.0,30.0,1014.4,,Brest
2022-05-31,12.6,5.4,18.9,0.0,,296.0,10.1,39.0,1015.5,,Brest
2022-06-01,12.3,4.3,18.6,0.0,,21.0,11.4,41.0,1017.6,,Brest
2022-06-02,17.0,9.9,24.4,0.3,,47.0,13.4,,1016.4,,Brest
2022-06-03,16.0,11.8,20.7,0.1,,19.0,14.3,,1014.5,,Brest
2022-06-04,16.2,13.8,24.1,0.5,,327.0,9.0,,1014.8,,Brest
2022-06-05,14.4,9.9,18.3,0.3,,233.0,16.0,,1017.5,,Brest
2022-06-06,14.6,10.7,16.6,0.8,,198.0,16.9,,1016.3,,Brest
2022-06-07,15.2,13.6,17.1,7.1,,222.0,24.4,,1013.9,,Brest
2022-06-08,15.5,12.7,18.9,12.7,,261.0,19.1,,1012.2,,Brest
2022-06-09,15.6,12.0,19.3,0.0,,231.0,22.0,,1019.3,,Brest
2022-06-10,16.0,12.6,19.6,1.5,,230.0,18.2,,1021.8,,Brest
2022-06-11,15.2,9.5,21.6,0.8,,264.0,10.7,,1025.0,,Brest
2022-06-12,14.4,9.2,19.4,0.3,,352.0,12.8,,1027.3,,Brest
2022-06-13,14.6,9.6,20.1,0.3,,14.0,14.6,,1026.4,,Brest
2022-06-14,15.5,8.6,22.5,0.0,,31.0,14.8,33.0,1020.2,,Brest
2022-06-15,17.5,11.7,23.8,0.0,,17.0,12.3,31.0,1018.7,,Brest
2022-06-16,19.6,8.5,29.4,0.3,,47.0,13.1,39.0,1021.6,,Brest
2022-06-17,23.7,15.4,32.6,0.0,,163.0,11.5,26.0,1020.5,,Brest
2022-06-18,17.7,14.1,26.2,0.0,,25.0,23.1,68.0,1016.0,,Brest
2022-06-19,12.3,11.4,15.7,7.4,,32.0,31.4,74.0,1011.0,,Brest
2022-06-20,15.6,12.5,20.1,25.1,,49.0,25.8,57.0,1014.0,,Brest
2022-06-21,16.5,13.2,22.1,0.5,,31.0,17.8,42.0,1013.0,,Brest
2022-06-22,18.1,13.4,23.0,0.0,,37.0,15.5,39.0,1011.2,,Brest
2022-06-23,16.0,13.6,21.2,1.0,,218.0,11.1,35.0,1010.5,,Brest
2022-06-24,15.3,13.0,18.2,2.8,,222.0,22.9,63.0,1006.8,,Brest
2022-06-25,14.1,10.7,17.4,7.9,,214.0,23.5,54.0,1008.6,,Brest
2022-06-26,14.9,11.8,18.3,0.8,,223.0,23.1,50.0,1012.9,,Brest
2022-06-27,14.6,9.3,19.0,0.0,,245.0,14.7,37.0,1019.0,,Brest
2022-06-28,14.6,10.6,18.7,0.3,,199.0,26.3,65.0,1017.9,,Brest
2022-06-29,14.3,11.1,17.6,1.4,,240.0,16.0,35.2,1013.6,,Brest
2022-06-30,12.9,7.6,18.3,1.5,,253.0,12.9,41.0,1014.5,,Brest
2022-07-01,13.6,8.3,18.5,0.2,,227.0,14.8,35.0,1020.0,,Brest
2022-07-02,14.2,10.0,18.9,0.4,,224.0,15.8,44.0,1021.2,,Brest
2022-07-03,14.0,8.7,18.0,0.5,,303.0,13.6,31.0,1023.6,,Brest
2022-07-04,13.3,6.8,19.3,0.5,,330.0,10.7,31.0,1025.4,,Brest
2022-07-05,15.9,12.7,19.7,0.0,,348.0,13.3,44.0,1027.8,,Brest
2022-07-06,17.0,13.0,22.3,0.3,,359.0,14.3,37.0,1030.4,,Brest
2022-07-07,16.5,13.9,19.7,0.3,,356.0,15.1,35.0,1031.2,,Brest
2022-07-08,17.4,7.7,24.7,0.0,,41.0,12.8,39.0,1033.0,,Brest
2022-07-09,19.5,13.6,25.6,0.3,,32.0,16.2,48.0,1030.1,,Brest
2022-07-10,20.6,13.8,29.2,0.3,,59.0,15.9,37.0,1025.0,,Brest
2022-07-11,22.0,11.7,29.4,0.0,,67.0,13.6,37.0,1021.1,,Brest
2022-07-12,23.7,13.7,32.5,0.0,,176.0,11.3,33.0,1022.2,,Brest
2022-07-13,20.5,13.0,29.0,0.0,,13.0,10.2,31.0,1022.9,,Brest
2022-07-14,17.6,14.0,23.3,0.3,,13.0,18.3,46.0,1024.5,,Brest
2022-07-15,18.2,11.3,25.2,0.3,,31.0,16.3,46.0,1024.2,,Brest
2022-07-16,20.7,12.7,29.3,0.0,,59.0,14.8,31.5,1022.3,,Brest
2022-07-17,26.3,17.5,35.2,0.0,,126.0,13.5,39.0,1020.8,,Brest
2022-07-18,29.8,18.9,39.3,0.0,,130.0,15.7,44.0,1015.8,,Brest
2022-07-19,19.4,16.9,35.9,0.0,,235.0,17.6,38.9,1012.4,,Brest
2022-07-20,17.2,15.9,20.7,0.3,,268.0,13.6,39.0,1019.2,,Brest
2022-07-21,17.4,14.6,21.9,0.0,,336.0,12.1,33.0,1023.3,,Brest
2022-07-22,16.5,12.6,20.5,0.0,,338.0,15.1,44.0,1021.2,,Brest
2022-07-23,16.9,11.1,21.7,0.0,,219.0,17.1,44.0,1021.7,,Brest
2022-07-24,18.8,15.9,22.7,0.0,,206.0,23.3,50.0,1016.9,,Brest
2022-07-25,17.6,15.9,20.5,0.9,,270.0,17.6,50.0,1017.0,,Brest
2022-07-26,17.0,12.4,22.4,0.5,,326.0,10.7,31.0,1021.8,,Brest
2022-07-27,15.3,6.5,22.5,0.0,,19.0,7.7,31.5,1020.0,,Brest
2022-07-28,17.9,9.9,26.3,0.0,,40.0,8.3,27.8,1016.0,,Brest
2022-07-29,18.9,14.7,25.2,0.3,,4.0,11.0,31.0,1018.5,,Brest
2022-07-30,17.8,11.5,21.3,0.0,,267.0,9.0,29.6,1022.2,,Brest
2022-07-31,18.6,17.0,21.3,0.0,,255.0,12.7,31.0,1022.0,,Brest
2022-08-01,18.5,16.0,24.5,0.8,,289.0,8.0,22.0,1021.3,,Brest
2022-08-02,20.1,16.4,27.0,0.3,,247.0,9.9,30.0,1019.2,,Brest
2022-08-03,19.6,16.6,26.1,0.0,,285.0,9.0,28.0,1016.3,,Brest
2022-08-04,17.1,11.4,21.7,0.3,,340.0,13.1,41.0,1018.5,,Brest
2022-08-05,16.2,12.0,20.5,0.0,,3.0,18.3,48.0,1024.7,,Brest
2022-08-06,16.7,9.9,23.3,0.3,,23.0,17.9,52.0,1027.6,,Brest
2022-08-07,18.0,11.5,25.0,0.2,,38.0,17.2,50.0,1025.4,,Brest
2022-08-08,19.7,13.7,27.4,0.0,,37.0,19.0,44.0,1025.2,,Brest
2022-08-09,19.8,14.3,26.3,0.3,,33.0,21.9,55.0,1025.9,,Brest
2022-08-10,20.8,15.0,28.4,0.0,,38.0,18.1,42.0,1022.1,,Brest
2022-08-11,23.4,15.3,32.7,0.0,,40.0,15.1,48.0,1018.0,,Brest
2022-08-12,24.0,13.5,34.0,0.0,,36.0,14.3,50.0,1014.9,,Brest
2022-08-13,24.2,16.5,36.0,0.0,,31.0,11.6,39.0,1011.0,,Brest
2022-08-14,20.0,17.3,26.0,1.3,,227.0,13.1,31.0,1007.4,,Brest
2022-08-15,18.9,17.3,22.5,1.5,,216.0,15.3,33.0,1005.8,,Brest
2022-08-16,17.9,15.1,22.4,6.1,,140.0,11.2,28.0,1006.3,,Brest
2022-08-17,16.9,14.6,20.7,2.3,,342.0,14.6,39.0,1012.0,,Brest
2022-08-18,17.8,15.8,21.8,0.5,,281.0,15.5,31.0,1017.9,,Brest
2022-08-19,18.2,13.1,22.7,0.3,,284.0,13.5,35.0,1019.1,,Brest
2022-08-20,15.9,10.9,23.0,2.0,,226.0,10.3,31.0,1020.8,,Brest
2022-08-21,17.0,12.0,20.6,0.5,,170.0,10.7,26.0,1016.9,,Brest
2022-08-22,18.7,16.6,21.2,5.1,,238.0,13.8,31.5,1015.0,,Brest
2022-08-23,19.4,17.8,23.0,1.8,,216.0,18.1,42.0,1016.1,,Brest
2022-08-24,19.8,17.3,25.2,0.5,,227.0,10.4,28.0,1016.6,,Brest
2022-08-25,17.3,13.7,20.8,3.3,,350.0,17.0,42.0,1019.9,,Brest
2022-08-26,15.4,7.8,22.6,0.3,,315.0,9.0,31.0,1021.4,,Brest
2022-08-27,16.7,9.1,23.4,0.3,,18.0,10.7,33.0,1018.1,,Brest
2022-08-28,19.5,15.1,27.0,0.0,,57.0,16.9,44.0,1017.5,,Brest
2022-08-29,19.2,13.9,27.0,0.3,,48.0,19.0,44.0,1017.5,,Brest
2022-08-30,19.6,16.5,25.2,0.3,,50.0,21.3,39.0,1018.3,,Brest
2022-08-31,20.0,17.2,25.2,0.0,,55.0,22.9,52.0,1018.6,,Brest
2022-09-01,19.1,16.5,24.4,0.0,,108.0,11.4,24.1,1015.5,,Brest
2022-09-02,17.1,14.4,21.7,2.8,,346.0,7.6,27.8,1012.5,,Brest
2022-09-03,17.7,13.2,21.6,0.3,,201.0,20.7,54.0,1009.3,,Brest
2022-09-04,18.0,17.1,19.4,2.0,,180.0,30.5,67.0,1010.6,,Brest
2022-09-05,18.3,15.4,23.3,7.6,,178.0,24.4,68.0,1012.5,,Brest
2022-09-06,17.6,16.0,20.6,9.7,,193.0,27.3,67.0,1010.3,,Brest
2022-09-07,16.9,15.7,19.5,6.7,,204.0,24.8,57.0,1008.0,,Brest
2022-09-08,16.7,15.1,19.7,4.6,,242.0,25.4,59.0,1007.8,,Brest
2022-09-09,15.9,13.4,20.0,2.8,,269.0,17.8,50.0,1013.9,,Brest
2022-09-10,16.1,11.2,22.5,3.3,,219.0,7.2,28.0,1018.3,,Brest
2022-09-11,18.9,15.0,26.2,0.0,,153.0,13.8,31.0,1016.1,,Brest
2022-09-12,22.4,17.8,28.8,0.0,,102.0,10.9,31.0,1008.5,,Brest
2022-09-13,22.4,20.3,27.2,0.5,,91.0,16.4,39.0,1004.0,,Brest
2022-09-14,17.1,15.2,21.9,0.3,,37.0,9.2,28.0,1005.8,,Brest
2022-09-15,14.9,12.7,18.6,0.2,,355.0,14.7,41.0,1015.1,,Brest
2022-09-16,13.7,10.5,18.1,0.0,,354.0,13.3,44.5,1020.6,,Brest
2022-09-17,12.0,4.8,18.2,0.0,,10.0,9.3,33.0,1024.2,,Brest
2022-09-18,11.3,2.9,18.1,0.0,,30.0,9.7,30.0,1023.9,,Brest
2022-09-19,13.6,4.9,20.7,0.3,,35.0,11.3,31.5,1024.6,,Brest
