time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Localisation
2021-09-22,15.2,7.7,22.3,0.0,,10.0,8.5,31.0,1027.7,,Rennes
2021-09-23,14.3,7.6,21.4,0.3,,326.0,9.7,33.0,1023.7,,Rennes
2021-09-24,14.1,8.2,21.0,0.0,,320.0,6.5,21.0,1019.5,,Rennes
2021-09-25,14.6,7.5,20.6,0.3,,125.0,5.8,20.4,1014.4,,Rennes
2021-09-26,18.9,16.7,22.8,0.3,,204.0,13.7,33.0,1014.2,,Rennes
2021-09-27,16.7,12.8,20.4,2.8,,223.0,21.0,54.0,1016.7,,Rennes
2021-09-28,14.3,10.6,20.4,0.5,,192.0,14.4,50.0,1020.6,,Rennes
2021-09-29,13.6,9.7,18.2,1.5,,288.0,15.8,44.0,1024.3,,Rennes
2021-09-30,10.3,4.7,19.4,0.0,,197.0,10.7,40.8,1027.1,,Rennes
2021-10-01,15.1,12.6,20.6,0.0,,202.0,15.4,44.0,1016.6,,Rennes
2021-10-02,15.0,10.8,18.2,12.7,,187.0,20.1,68.0,1004.3,,Rennes
2021-10-03,13.8,11.3,18.2,53.6,,258.0,14.6,72.2,1002.8,,Rennes
2021-10-04,14.2,10.2,19.7,0.3,,198.0,16.4,44.0,1013.3,,Rennes
2021-10-05,13.9,10.6,17.0,7.9,,256.0,21.5,54.0,1010.5,,Rennes
2021-10-06,13.2,8.4,18.6,0.5,,262.0,11.7,31.0,1024.0,,Rennes
2021-10-07,15.1,11.8,17.5,0.0,,148.0,4.7,38.9,1027.2,,Rennes
2021-10-08,15.3,11.4,20.4,0.0,,65.0,9.3,30.0,1027.4,,Rennes
2021-10-09,13.4,6.5,20.5,0.0,,343.0,8.6,33.0,1026.4,,Rennes
2021-10-10,13.1,8.0,18.8,0.3,,13.0,10.5,31.0,1028.2,,Rennes
2021-10-11,12.9,8.1,18.4,0.0,,7.0,10.5,31.0,1030.0,,Rennes
2021-10-12,10.5,4.4,18.0,0.3,,304.0,6.5,27.8,1027.5,,Rennes
2021-10-13,11.7,5.6,18.3,0.0,,330.0,5.9,22.2,1027.7,,Rennes
2021-10-14,10.3,4.2,16.6,0.0,,95.0,5.9,26.0,1026.2,,Rennes
2021-10-15,10.4,4.6,18.4,0.0,,334.0,5.7,24.1,1020.8,,Rennes
2021-10-16,11.1,6.5,17.5,0.0,,107.0,5.5,22.0,1020.4,,Rennes
2021-10-17,12.6,7.7,19.6,0.3,,131.0,9.0,22.0,1017.8,,Rennes
2021-10-18,14.4,8.6,17.8,0.3,,157.0,12.7,42.0,1019.1,,Rennes
2021-10-19,18.2,15.5,23.1,3.6,,189.0,17.4,42.0,1018.2,,Rennes
2021-10-20,15.7,12.2,19.8,1.5,,209.0,23.3,83.0,1007.3,,Rennes
2021-10-21,12.2,9.9,16.7,8.4,,276.0,21.2,81.0,1012.7,,Rennes
2021-10-22,8.8,2.6,15.2,1.0,,305.0,5.8,25.9,1024.7,,Rennes
2021-10-23,9.8,4.6,15.0,0.0,,171.0,5.0,26.0,1026.6,,Rennes
2021-10-24,10.6,3.2,16.3,0.0,,151.0,10.9,35.0,1020.8,,Rennes
2021-10-25,12.8,9.7,18.0,1.0,,212.0,7.8,24.0,1019.3,,Rennes
2021-10-26,12.2,7.5,18.1,0.3,,204.0,9.9,28.0,1023.7,,Rennes
2021-10-27,12.3,9.5,16.2,0.5,,172.0,9.9,24.0,1022.8,,Rennes
2021-10-28,11.6,4.5,18.1,0.0,,156.0,13.2,41.0,1012.4,,Rennes
2021-10-29,13.4,10.0,17.0,3.8,,188.0,16.2,44.0,1002.8,,Rennes
2021-10-30,12.9,8.9,16.4,0.3,,198.0,13.2,64.8,1000.3,,Rennes
2021-10-31,13.1,9.8,16.5,2.5,,199.0,22.1,59.0,1000.1,,Rennes
2021-11-01,9.7,7.2,15.6,10.4,,209.0,15.5,48.0,1001.9,,Rennes
2021-11-02,7.9,3.8,11.5,1.3,,225.0,8.1,24.0,1000.7,,Rennes
2021-11-03,7.4,5.5,13.8,0.5,,298.0,8.6,26.0,1004.5,,Rennes
2021-11-04,7.8,3.5,13.1,4.8,,322.0,10.7,37.0,1015.2,,Rennes
2021-11-05,6.9,1.8,12.2,2.3,,305.0,6.5,22.2,1027.6,,Rennes
2021-11-06,5.9,-0.6,12.4,0.0,,205.0,5.7,24.1,1031.8,,Rennes
2021-11-07,10.9,6.6,14.3,0.3,,279.0,12.1,37.0,1026.0,,Rennes
2021-11-08,9.2,3.7,14.4,0.0,,288.0,4.1,18.5,1025.7,,Rennes
2021-11-09,10.5,6.7,15.3,0.0,,103.0,4.2,15.0,1025.7,,Rennes
2021-11-10,7.3,3.5,13.1,,,122.0,4.4,17.0,1024.7,,Rennes
2021-11-11,5.1,-1.0,13.0,0.0,,139.0,4.8,22.0,1024.1,,Rennes
2021-11-12,8.2,1.4,13.5,0.0,,205.0,8.8,28.0,1018.9,,Rennes
2021-11-13,11.6,9.5,14.2,0.0,,281.0,11.4,26.0,1019.2,,Rennes
2021-11-14,11.3,9.7,13.1,0.5,,329.0,9.5,30.0,1022.5,,Rennes
2021-11-15,9.2,4.6,12.4,0.3,,14.0,9.5,30.0,1025.4,,Rennes
2021-11-16,7.8,4.4,10.5,0.0,,251.0,4.7,13.0,1025.0,,Rennes
2021-11-17,9.6,6.0,15.4,0.0,,272.0,7.1,30.0,1026.8,,Rennes
2021-11-18,7.8,3.2,12.7,0.5,,208.0,3.1,11.1,1032.6,,Rennes
2021-11-19,8.7,3.7,13.0,0.0,,90.0,6.4,24.0,1031.8,,Rennes
2021-11-20,5.8,2.0,8.5,0.0,,56.0,7.0,21.0,1025.2,,Rennes
2021-11-21,7.2,5.9,9.6,0.5,,334.0,11.3,44.0,1017.6,,Rennes
2021-11-22,6.8,4.4,10.5,4.6,,29.0,22.8,59.0,1023.2,,Rennes
2021-11-23,5.5,1.6,10.0,0.0,,37.0,18.5,52.0,1027.5,,Rennes
2021-11-24,5.3,2.5,10.2,,,18.0,11.0,29.6,1021.1,,Rennes
2021-11-25,5.4,2.4,9.2,0.0,,3.0,9.2,35.0,1015.6,,Rennes
2021-11-26,5.3,0.7,10.9,0.8,,261.0,14.6,59.0,1005.5,,Rennes
2021-11-27,4.9,2.3,7.6,6.6,,317.0,28.4,74.0,998.5,,Rennes
2021-11-28,4.4,1.6,7.6,6.1,,304.0,14.3,54.0,1008.8,,Rennes
2021-11-29,3.8,0.5,7.6,2.8,,248.0,6.9,26.0,1016.6,,Rennes
2021-11-30,7.9,1.6,12.3,0.0,,223.0,14.8,39.0,1020.9,,Rennes
2021-12-01,9.2,5.6,11.8,1.5,,263.0,21.1,48.0,1007.1,,Rennes
2021-12-02,3.9,-0.3,7.2,2.5,,305.0,11.1,42.0,1013.6,,Rennes
2021-12-03,7.9,-1.4,13.2,5.1,,209.0,16.1,53.7,1011.1,,Rennes
2021-12-04,9.1,5.1,13.4,3.3,,264.0,20.9,91.0,1006.1,,Rennes
2021-12-05,6.6,3.6,9.9,2.5,,295.0,21.2,61.0,1010.9,,Rennes
2021-12-06,6.9,4.6,10.1,1.3,,245.0,12.6,31.0,1015.7,,Rennes
2021-12-07,6.9,3.7,10.4,1.8,,197.0,19.8,61.0,1004.2,,Rennes
2021-12-08,4.8,2.4,8.1,4.3,,239.0,14.6,42.6,1001.0,,Rennes
2021-12-09,5.4,0.8,12.4,0.5,,200.0,12.6,44.0,1006.1,,Rennes
2021-12-10,7.0,4.9,12.5,11.2,,290.0,24.0,74.0,1005.7,,Rennes
2021-12-11,7.3,2.8,10.2,3.3,,198.0,9.0,24.0,1020.1,,Rennes
2021-12-12,11.2,9.5,12.5,0.5,,191.0,10.0,21.0,1025.0,,Rennes
2021-12-13,8.8,7.6,11.4,0.3,,155.0,9.5,26.0,1025.7,,Rennes
2021-12-14,7.4,6.6,8.5,0.0,,100.0,5.9,22.2,1029.9,,Rennes
2021-12-15,6.2,5.3,7.7,0.0,,90.0,12.4,26.0,1032.7,,Rennes
2021-12-16,8.0,5.2,10.4,0.0,,88.0,16.9,35.0,1036.0,,Rennes
2021-12-17,7.0,3.6,10.6,0.0,,47.0,16.7,41.0,1034.7,,Rennes
2021-12-18,5.6,2.5,11.1,0.0,,48.0,10.1,24.1,1033.0,,Rennes
2021-12-19,4.6,1.2,7.5,0.0,,65.0,13.4,35.0,1030.1,,Rennes
2021-12-20,4.6,3.1,5.5,0.0,,90.0,17.1,39.0,1025.0,,Rennes
2021-12-21,2.6,-0.5,6.5,0.0,,88.0,10.9,39.0,1022.3,,Rennes
2021-12-22,-0.6,-1.7,2.7,0.0,,117.0,15.8,35.0,1019.2,,Rennes
2021-12-23,6.1,-0.8,10.6,0.0,,148.0,9.3,26.0,1012.5,,Rennes
2021-12-24,8.7,0.0,10.4,0.0,,160.0,9.2,26.0,1006.3,,Rennes
2021-12-25,8.7,0.0,11.3,2.3,,160.0,10.7,30.0,1002.5,,Rennes
2021-12-26,10.6,8.9,12.2,1.8,,192.0,9.2,22.0,1002.5,,Rennes
2021-12-27,11.8,10.1,14.5,8.9,,196.0,19.7,50.0,995.5,,Rennes
2021-12-28,12.2,10.4,13.7,4.3,,240.0,18.1,50.0,1002.9,,Rennes
2021-12-29,13.8,4.0,15.3,2.3,,236.0,21.7,46.0,1012.4,,Rennes
2021-12-30,13.8,11.4,16.1,0.0,,195.0,13.1,35.0,1020.2,,Rennes
2021-12-31,11.8,7.6,14.1,0.5,,173.0,10.9,31.5,1022.4,,Rennes
2022-01-01,10.8,7.5,16.4,0.0,,143.0,10.5,31.5,1022.1,,Rennes
2022-01-02,13.0,11.3,15.1,0.5,,216.0,19.8,63.0,1019.1,,Rennes
2022-01-03,11.8,11.0,12.7,0.0,,207.0,16.9,44.0,1015.0,,Rennes
2022-01-04,7.2,2.3,11.8,18.8,,282.0,15.0,50.0,1005.4,,Rennes
2022-01-05,3.9,1.4,7.1,0.3,,274.0,9.5,31.0,1017.9,,Rennes
2022-01-06,5.0,1.4,7.3,0.0,,212.0,11.1,33.0,1021.5,,Rennes
2022-01-07,7.7,5.4,10.3,1.0,,242.0,18.3,44.0,1018.9,,Rennes
2022-01-08,8.6,5.6,11.3,7.1,,242.0,23.1,70.0,1011.8,,Rennes
2022-01-09,7.3,5.3,9.9,1.0,,241.0,13.2,40.8,1009.4,,Rennes
2022-01-10,8.3,7.4,9.5,5.1,,141.0,8.8,18.0,1019.0,,Rennes
2022-01-11,8.3,7.4,9.4,2.5,,125.0,6.8,18.5,1030.9,,Rennes
2022-01-12,8.4,6.5,10.0,0.3,,60.0,8.2,18.0,1038.7,,Rennes
2022-01-13,6.2,3.1,9.6,0.0,,73.0,11.7,30.0,1039.4,,Rennes
2022-01-14,0.8,-0.5,5.0,0.0,,123.0,9.7,24.0,1034.7,,Rennes
2022-01-15,1.4,-0.6,5.0,0.0,,189.0,5.7,18.0,1028.8,,Rennes
2022-01-16,4.9,1.4,8.5,0.0,,217.0,10.5,24.0,1031.3,,Rennes
2022-01-17,6.9,4.3,10.0,0.5,,31.0,6.7,24.0,1037.9,,Rennes
2022-01-18,5.2,2.8,6.7,0.3,,78.0,8.1,26.0,1035.8,,Rennes
2022-01-19,6.2,4.5,9.3,0.0,,254.0,7.6,24.0,1030.9,,Rennes
2022-01-20,5.3,0.9,9.1,0.8,,357.0,11.9,33.0,1034.7,,Rennes
2022-01-21,3.7,0.7,7.3,0.0,,10.0,10.1,28.0,1039.5,,Rennes
2022-01-22,3.4,-1.4,7.1,0.0,,13.0,6.7,26.0,1038.8,,Rennes
2022-01-23,3.9,2.7,6.0,0.0,,77.0,15.6,33.0,1033.8,,Rennes
2022-01-24,2.9,-0.9,8.4,0.0,,94.0,8.7,31.0,1030.7,,Rennes
2022-01-25,1.2,-0.7,3.7,0.0,,129.0,5.7,21.0,1034.1,,Rennes
2022-01-26,2.4,0.0,5.4,0.0,,79.0,6.5,21.0,1035.7,,Rennes
2022-01-27,5.1,2.1,8.4,0.0,,245.0,7.1,22.2,1034.7,,Rennes
2022-01-28,8.2,6.7,9.4,0.3,,245.0,4.2,24.1,1037.6,,Rennes
2022-01-29,9.2,8.2,10.6,0.0,,264.0,10.2,28.0,1036.8,,Rennes
2022-01-30,7.7,3.4,11.1,0.5,,284.0,8.3,21.0,1033.2,,Rennes
2022-01-31,7.0,2.8,10.4,0.3,,296.0,17.2,55.0,1029.5,,Rennes
2022-02-01,9.1,3.8,11.7,1.5,,282.0,16.0,42.0,1030.5,,Rennes
2022-02-02,8.8,6.5,10.3,0.0,,271.0,12.5,40.8,1028.0,,Rennes
2022-02-03,7.7,5.3,11.1,0.0,,209.0,10.7,29.6,1020.4,,Rennes
2022-02-04,7.5,3.1,11.4,0.3,,247.0,13.9,44.0,1019.0,,Rennes
2022-02-05,6.1,-0.2,11.5,0.0,,238.0,9.4,33.3,1027.4,,Rennes
2022-02-06,10.9,7.3,13.5,0.0,,241.0,23.0,59.0,1021.8,,Rennes
2022-02-07,9.4,6.2,13.0,1.5,,258.0,8.7,37.0,1030.0,,Rennes
2022-02-08,8.2,6.8,9.7,0.3,,195.0,5.9,22.2,1033.0,,Rennes
2022-02-09,6.7,6.1,8.5,0.0,,95.0,6.3,20.4,1027.4,,Rennes
2022-02-10,6.9,2.7,12.3,0.0,,250.0,10.8,44.0,1026.1,,Rennes
2022-02-11,4.4,-1.8,10.4,0.5,,159.0,5.6,22.0,1033.2,,Rennes
2022-02-12,3.6,-1.4,8.4,0.0,,148.0,10.0,28.0,1025.8,,Rennes
2022-02-13,8.1,3.7,11.0,0.0,,177.0,25.9,68.0,1007.9,,Rennes
2022-02-14,7.3,4.9,11.6,14.2,,252.0,16.3,53.7,1006.2,,Rennes
2022-02-15,8.2,3.5,11.6,2.3,,223.0,16.6,42.6,1016.1,,Rennes
2022-02-16,13.3,9.7,15.3,3.3,,237.0,22.9,55.0,1010.9,,Rennes
2022-02-17,12.2,8.3,16.3,0.5,,237.0,17.8,42.6,1017.3,,Rennes
2022-02-18,9.9,5.1,12.2,0.3,,238.0,26.6,67.0,1011.4,,Rennes
2022-02-19,6.8,1.4,11.9,1.0,,227.0,19.5,67.0,1020.8,,Rennes
2022-02-20,11.1,8.3,14.2,0.0,,233.0,22.5,61.0,1018.9,,Rennes
2022-02-21,8.9,7.1,12.6,1.8,,286.0,25.9,72.0,1021.7,,Rennes
2022-02-22,10.4,5.1,14.7,0.8,,248.0,15.3,44.0,1027.0,,Rennes
2022-02-23,9.1,7.5,12.8,0.0,,256.0,8.6,33.0,1026.0,,Rennes
2022-02-24,7.6,2.8,11.1,0.0,,250.0,15.8,61.1,1020.3,,Rennes
2022-02-25,5.9,1.6,12.5,0.5,,287.0,9.2,28.0,1030.4,,Rennes
2022-02-26,5.7,-0.2,12.1,0.0,,108.0,14.3,46.0,1028.2,,Rennes
2022-02-27,6.7,1.5,12.6,0.0,,133.0,14.1,33.0,1022.5,,Rennes
2022-02-28,8.8,3.6,14.3,0.0,,165.0,9.1,31.0,1026.0,,Rennes
2022-03-01,11.2,8.7,14.3,0.8,,147.0,9.1,22.2,1023.8,,Rennes
2022-03-02,10.9,8.0,15.6,0.0,,151.0,10.4,26.0,1018.8,,Rennes
2022-03-03,8.7,7.5,11.5,0.0,,182.0,13.6,42.0,1015.7,,Rennes
2022-03-04,8.1,3.6,12.3,5.1,,323.0,14.2,42.6,1021.0,,Rennes
2022-03-05,5.7,0.4,11.3,0.3,,324.0,14.1,44.0,1022.3,,Rennes
2022-03-06,6.9,3.4,10.3,0.5,,24.0,15.9,35.0,1022.8,,Rennes
2022-03-07,3.8,-0.3,8.6,0.0,,69.0,16.1,44.0,1019.5,,Rennes
2022-03-08,6.7,1.9,11.3,0.0,,138.0,17.4,46.0,1013.0,,Rennes
2022-03-09,10.5,7.4,14.4,1.5,,165.0,20.9,54.0,1016.6,,Rennes
2022-03-10,10.4,9.0,13.3,0.0,,152.0,13.3,31.5,1015.4,,Rennes
2022-03-11,6.6,0.0,14.6,1.3,,173.0,21.0,63.0,1005.3,,Rennes
2022-03-12,9.6,4.4,15.1,8.1,,169.0,19.4,55.0,1010.0,,Rennes
2022-03-13,9.1,6.1,12.8,1.0,,181.0,17.0,48.2,1008.3,,Rennes
2022-03-14,10.4,5.7,15.5,0.0,,108.0,12.7,40.8,1022.5,,Rennes
2022-03-15,11.4,8.5,15.4,1.5,,113.0,10.6,44.5,1019.9,,Rennes
2022-03-16,10.3,8.1,14.2,0.8,,89.0,12.7,39.0,1019.2,,Rennes
2022-03-17,8.6,3.8,13.4,2.8,,356.0,15.0,37.0,1032.6,,Rennes
2022-03-18,9.4,2.8,16.1,0.0,,43.0,19.8,54.0,1036.5,,Rennes
2022-03-19,9.7,5.5,14.2,0.0,,92.0,16.0,39.0,1029.6,,Rennes
2022-03-20,10.1,6.5,14.1,0.0,,94.0,9.1,42.6,1024.5,,Rennes
2022-03-21,12.8,6.8,18.2,0.0,,114.0,14.5,39.0,1024.9,,Rennes
2022-03-22,11.4,6.6,16.5,0.0,,118.0,17.0,44.0,1025.4,,Rennes
2022-03-23,10.2,4.9,16.5,0.0,,96.0,11.7,35.0,1027.3,,Rennes
2022-03-24,10.2,0.5,19.7,0.0,,335.0,6.8,30.0,1026.8,,Rennes
2022-03-25,12.3,2.4,20.5,0.0,,39.0,13.8,46.0,1025.7,,Rennes
2022-03-26,13.8,4.6,20.5,0.0,,56.0,15.7,46.0,1026.2,,Rennes
2022-03-27,13.1,2.7,21.3,0.0,,,,,,,Rennes
2022-03-28,14.3,7.8,20.4,0.0,,117.0,9.2,31.5,1020.2,,Rennes
2022-03-29,12.7,9.4,17.9,0.0,,212.0,9.0,31.0,1009.3,,Rennes
2022-03-30,10.2,7.8,12.9,0.0,,327.0,15.6,42.0,1004.8,,Rennes
2022-03-31,5.3,3.1,10.2,0.0,,344.0,17.2,61.0,1006.1,,Rennes
2022-04-01,4.4,0.3,8.4,2.0,,341.0,25.0,65.0,1015.6,,Rennes
2022-04-02,4.9,-1.5,10.3,0.3,,352.0,13.1,44.0,1021.5,,Rennes
2022-04-03,4.0,-1.0,9.6,0.0,,8.0,12.3,35.0,1025.6,,Rennes
2022-04-04,4.8,-2.5,10.7,,,247.0,11.6,41.0,1022.2,,Rennes
2022-04-05,11.2,7.3,15.3,0.5,,274.0,11.6,35.2,1016.1,,Rennes
2022-04-06,10.4,7.7,13.5,0.0,,232.0,16.4,57.0,1008.9,,Rennes
2022-04-07,12.6,10.5,15.8,2.3,,252.0,24.3,55.0,1001.1,,Rennes
2022-04-08,7.6,2.0,15.6,12.2,,236.0,20.8,68.0,1000.8,,Rennes
2022-04-09,7.2,1.8,13.0,17.8,,304.0,11.7,35.2,1017.7,,Rennes
2022-04-10,8.7,0.1,15.3,0.0,,117.0,13.9,46.0,1017.8,,Rennes
2022-04-11,13.6,6.7,21.4,0.0,,136.0,19.2,46.0,1006.1,,Rennes
2022-04-12,12.5,10.7,19.0,1.5,,155.0,12.4,33.3,1006.2,,Rennes
2022-04-13,13.0,4.8,20.2,1.5,,270.0,3.8,22.2,1016.4,,Rennes
2022-04-14,15.4,6.5,23.4,0.3,,354.0,5.5,27.8,1022.0,,Rennes
2022-04-15,15.3,6.6,24.5,0.0,,18.0,6.4,27.8,1025.2,,Rennes
2022-04-16,14.6,7.5,21.9,0.0,,19.0,10.6,38.9,1026.8,,Rennes
2022-04-17,13.7,5.9,20.5,0.0,,74.0,5.9,29.6,1021.9,,Rennes
2022-04-18,12.1,7.2,20.0,0.0,,333.0,14.0,37.0,1019.1,,Rennes
2022-04-19,9.6,2.8,15.4,0.0,,320.0,14.4,37.0,1017.4,,Rennes
2022-04-20,11.9,4.0,19.0,0.0,,331.0,13.6,38.9,1013.4,,Rennes
2022-04-21,14.8,9.5,21.0,0.0,,19.0,10.3,30.0,1008.1,,Rennes
2022-04-22,14.7,7.8,20.7,0.0,,48.0,13.3,42.0,1001.2,,Rennes
2022-04-23,14.1,10.8,18.8,0.0,,35.0,15.9,37.0,996.4,,Rennes
2022-04-24,13.3,10.1,18.4,0.3,,313.0,9.2,44.5,1004.2,,Rennes
2022-04-25,12.4,6.9,18.0,1.5,,2.0,12.0,33.0,1012.6,,Rennes
2022-04-26,11.7,3.4,18.3,0.0,,56.0,12.6,39.0,1018.0,,Rennes
2022-04-27,13.4,7.2,19.2,0.0,,67.0,19.3,48.0,1020.8,,Rennes
2022-04-28,15.0,10.8,20.1,0.0,,46.0,13.8,35.0,1025.2,,Rennes
2022-04-29,13.4,6.5,20.8,0.0,,344.0,15.0,44.0,1027.8,,Rennes
2022-04-30,11.5,5.5,17.1,0.0,,20.0,12.8,37.0,1027.2,,Rennes
2022-05-01,14.4,8.8,20.2,0.0,,77.0,7.7,31.0,1022.9,,Rennes
2022-05-02,14.3,10.5,18.8,0.0,,11.0,10.6,33.0,1019.1,,Rennes
2022-05-03,13.6,9.9,18.8,0.0,,4.0,12.5,31.0,1019.6,,Rennes
2022-05-04,12.8,4.7,19.6,0.0,,334.0,11.9,33.0,1021.3,,Rennes
2022-05-05,14.1,8.6,19.6,0.0,,323.0,11.3,31.0,1025.4,,Rennes
2022-05-06,13.8,6.8,21.6,0.0,,338.0,11.4,31.0,1027.9,,Rennes
2022-05-07,13.7,8.7,20.4,0.0,,328.0,11.7,37.0,1026.2,,Rennes
2022-05-08,14.8,7.3,22.6,0.0,,350.0,10.2,28.0,1025.3,,Rennes
2022-05-09,18.1,7.8,26.4,0.3,,202.0,8.1,31.5,1023.5,,Rennes
2022-05-10,18.8,12.4,25.3,0.0,,223.0,12.5,46.0,1019.1,,Rennes
2022-05-11,15.9,10.5,22.4,0.0,,230.0,14.5,46.0,1015.7,,Rennes
2022-05-12,14.0,7.7,20.1,0.0,,313.0,8.6,33.0,1021.5,,Rennes
2022-05-13,14.2,5.6,21.3,0.0,,306.0,6.6,31.5,1024.0,,Rennes
2022-05-14,18.7,9.4,26.0,0.0,,66.0,12.8,37.0,1019.7,,Rennes
2022-05-15,21.7,17.2,29.8,0.0,,152.0,14.4,48.0,1011.3,,Rennes
2022-05-16,18.7,13.5,24.3,0.0,,219.0,13.4,35.2,1016.7,,Rennes
2022-05-17,20.2,11.5,30.0,0.3,,158.0,15.7,54.0,1017.6,,Rennes
2022-05-18,19.8,10.6,28.0,0.0,,153.0,10.6,46.0,1018.7,,Rennes
2022-05-19,17.3,13.0,23.3,9.7,,310.0,8.5,28.0,1019.6,,Rennes
2022-05-20,16.6,11.4,23.5,0.3,,323.0,12.1,39.0,1020.4,,Rennes
2022-05-21,16.8,8.7,25.2,0.5,,3.0,8.0,33.0,1022.2,,Rennes
2022-05-22,19.2,12.6,26.5,0.0,,21.0,9.5,25.9,1012.6,,Rennes
2022-05-23,14.2,11.4,24.1,20.8,,306.0,13.1,44.0,1005.8,,Rennes
2022-05-24,12.9,8.1,18.3,14.2,,250.0,10.1,33.0,1010.9,,Rennes
2022-05-25,14.2,7.8,19.0,0.5,,245.0,11.8,35.0,1020.0,,Rennes
2022-05-26,15.3,13.0,17.6,0.0,,264.0,9.0,31.0,1026.9,,Rennes
2022-05-27,15.3,12.4,20.0,0.0,,328.0,11.3,30.0,1027.6,,Rennes
2022-05-28,14.9,8.2,21.4,0.0,,359.0,13.9,41.0,1023.6,,Rennes
2022-05-29,13.6,8.4,19.1,0.0,,30.0,17.3,50.0,1017.6,,Rennes
2022-05-30,13.3,4.5,19.8,0.0,,15.0,8.5,27.8,1013.6,,Rennes
2022-05-31,14.6,7.3,19.8,0.0,,319.0,8.7,31.0,1014.6,,Rennes
2022-06-01,15.1,6.4,22.3,0.0,,12.0,8.4,37.0,1016.9,,Rennes
2022-06-02,19.1,12.4,26.2,0.0,,59.0,13.0,,1016.1,,Rennes
2022-06-03,17.2,13.2,24.7,0.0,,30.0,8.3,,1013.4,,Rennes
2022-06-04,19.9,13.5,26.4,39.4,,221.0,9.2,,1014.2,,Rennes
2022-06-05,16.8,12.9,21.0,0.0,,247.0,14.1,,1017.1,,Rennes
2022-06-06,15.8,10.0,20.2,0.3,,201.0,12.3,,1017.9,,Rennes
2022-06-07,16.8,13.8,21.3,1.3,,218.0,16.1,,1015.6,,Rennes
2022-06-08,17.8,14.9,22.4,3.0,,259.0,17.8,,1011.5,,Rennes
2022-06-09,17.1,11.7,23.3,0.0,,242.0,12.0,,1019.6,,Rennes
2022-06-10,18.0,13.0,22.1,0.3,,212.0,12.0,,1022.6,,Rennes
2022-06-11,18.5,14.7,24.4,0.0,,342.0,9.3,,1024.1,,Rennes
2022-06-12,16.5,10.6,22.2,0.3,,348.0,14.1,,1025.8,,Rennes
2022-06-13,16.4,8.9,23.8,0.0,,0.0,11.6,,1025.1,,Rennes
2022-06-14,19.4,9.0,27.4,0.3,,26.0,10.7,33.0,1018.9,,Rennes
2022-06-15,21.3,12.5,29.5,0.0,,335.0,11.2,33.0,1016.9,,Rennes
2022-06-16,22.0,11.9,30.3,0.0,,6.0,9.9,30.0,1021.2,,Rennes
2022-06-17,26.3,14.8,36.9,0.0,,137.0,5.8,30.0,1020.7,,Rennes
2022-06-18,25.3,16.8,37.8,0.0,,357.0,13.2,63.0,1013.9,,Rennes
2022-06-19,18.2,14.7,24.8,2.3,,13.0,16.5,35.0,1008.8,,Rennes
2022-06-20,19.6,13.7,25.2,1.0,,14.0,11.7,31.5,1013.1,,Rennes
2022-06-21,19.8,16.1,26.5,0.0,,0.0,10.3,30.0,1011.5,,Rennes
2022-06-22,19.0,14.5,25.8,7.6,,343.0,8.2,28.0,1010.0,,Rennes
2022-06-23,19.8,16.4,25.0,24.6,,217.0,10.8,37.0,1010.5,,Rennes
2022-06-24,17.7,16.1,23.0,0.0,,206.0,17.4,54.0,1008.4,,Rennes
2022-06-25,15.6,11.9,20.8,1.5,,204.0,15.4,52.0,1010.3,,Rennes
2022-06-26,16.0,10.3,22.1,2.0,,200.0,13.0,46.0,1014.1,,Rennes
2022-06-27,15.6,9.3,20.5,0.3,,242.0,9.7,42.0,1019.2,,Rennes
2022-06-28,16.3,8.9,22.4,0.0,,211.0,12.7,42.0,1019.9,,Rennes
2022-06-29,16.7,12.8,21.1,0.8,,222.0,14.2,39.0,1014.3,,Rennes
2022-06-30,14.0,10.3,20.1,0.5,,234.0,10.3,33.0,1014.7,,Rennes
2022-07-01,15.4,8.3,21.0,4.3,,216.0,8.8,31.0,1020.2,,Rennes
2022-07-02,16.8,8.6,24.0,0.0,,269.0,9.0,39.0,1020.8,,Rennes
2022-07-03,16.2,9.9,23.1,0.0,,318.0,11.9,39.0,1022.5,,Rennes
2022-07-04,16.3,9.6,22.5,0.3,,334.0,12.8,41.0,1023.8,,Rennes
2022-07-05,16.9,10.7,23.1,0.0,,330.0,14.5,42.0,1026.1,,Rennes
2022-07-06,19.0,10.8,26.2,0.3,,344.0,12.9,39.0,1028.4,,Rennes
2022-07-07,18.4,12.3,23.7,0.0,,331.0,15.4,39.0,1029.3,,Rennes
2022-07-08,20.3,11.9,27.4,0.0,,19.0,13.9,41.0,1031.9,,Rennes
2022-07-09,22.2,12.5,30.2,0.0,,352.0,13.7,44.0,1028.7,,Rennes
2022-07-10,22.7,13.5,29.4,0.0,,52.0,13.4,37.0,1024.8,,Rennes
2022-07-11,24.8,17.2,32.1,0.0,,78.0,14.7,41.0,1021.0,,Rennes
2022-07-12,26.2,15.5,34.4,0.0,,93.0,6.8,31.0,1022.0,,Rennes
2022-07-13,25.9,16.5,36.3,0.0,,314.0,10.1,35.0,1021.5,,Rennes
2022-07-14,21.1,15.7,29.8,0.0,,338.0,16.6,42.0,1022.2,,Rennes
2022-07-15,21.4,11.8,29.3,0.0,,6.0,12.1,35.2,1022.8,,Rennes
