time,Localisation,FID,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-29,Rennes,ind_bretagne.2022-09-29 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-09-29T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.3,8.4,16.3,0.5,,301,9.7,28,1004.3,
2022-09-30,Rennes,ind_bretagne.2022-09-30 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-09-30T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.9,4.9,17.3,0,,236,11.2,44,1012.1,
2022-10-01,Rennes,ind_bretagne.2022-10-01 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-01T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.3,14.1,22.6,1.3,,248,17.3,42,1013.8,
2022-10-02,Rennes,ind_bretagne.2022-10-02 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-02T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.7,15.5,20,0.3,,217,14.2,46,1021.5,
2022-10-03,Rennes,ind_bretagne.2022-10-03 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-03T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.2,12.7,20.5,0,,163,8.2,30,1024.6,
2022-10-04,Rennes,ind_bretagne.2022-10-04 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-04T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.5,12.7,18.5,0,,203,8.8,26,1021.3,
2022-10-05,Rennes,ind_bretagne.2022-10-05 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-05T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.9,10.7,20.2,0,,216,15.1,54,1019.6,
2022-10-06,Rennes,ind_bretagne.2022-10-06 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-06T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.3,6.1,19.5,1.3,,294,3.9,18.5,1031.1,
2022-10-07,Rennes,ind_bretagne.2022-10-07 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-07T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.2,3.7,19.4,0,,275,5.2,26,1025.2,
2022-10-08,Rennes,ind_bretagne.2022-10-08 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-08T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.8,9.1,19.6,0,,15,6.6,26,1024.2,
2022-10-09,Rennes,ind_bretagne.2022-10-09 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-09T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13,5.6,21.3,0.3,,113,9.2,28,1017.4,
2022-10-10,Rennes,ind_bretagne.2022-10-10 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-10T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.2,11.7,18.3,0,,321,8.5,33,1016.8,
2022-10-11,Rennes,ind_bretagne.2022-10-11 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-11T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.1,7.5,19.6,0.5,,28,8.7,22.2,1024.6,
2022-10-12,Rennes,ind_bretagne.2022-10-12 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-12T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.2,5.9,21,0,,235,6.3,22,1023.1,
2022-10-13,Rennes,ind_bretagne.2022-10-13 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-13T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.9,12,17.8,0.5,,202,11.3,39,1017.8,
2022-10-14,Rennes,ind_bretagne.2022-10-14 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-14T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.9,13.2,18.7,6.1,,228,11.8,41,1013,
2022-10-15,Rennes,ind_bretagne.2022-10-15 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-15T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.9,13.7,19,13.7,,213,15.5,39,1009.2,
2022-10-16,Rennes,ind_bretagne.2022-10-16 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-16T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.1,12.7,20.7,0.3,,159,10.3,26,1011.5,
2022-10-17,Rennes,ind_bretagne.2022-10-17 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-17T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.1,15.2,19.5,5.6,,175,9.2,24.1,1018.3,
2022-10-18,Rennes,ind_bretagne.2022-10-18 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-18T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.7,15.3,19.7,0,,101,13.1,39,1023.1,
2022-10-19,Rennes,ind_bretagne.2022-10-19 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-19T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.7,16,24.2,0.3,,127,15,37,1013.9,
2022-10-20,Rennes,ind_bretagne.2022-10-20 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-20T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.7,11.6,21.4,7.9,,153,10.9,31,1007.7,
2022-10-21,Rennes,ind_bretagne.2022-10-21 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-21T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.1,14,21.4,0,,185,22.2,68,1004.5,
2022-10-22,Rennes,ind_bretagne.2022-10-22 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-22T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.8,13,20.3,0.5,,152,13,33.3,1010.1,
2022-10-23,Rennes,ind_bretagne.2022-10-23 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-23T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.4,14.6,21.1,0.3,,153,22.3,78,1002.1,
2022-10-24,Rennes,ind_bretagne.2022-10-24 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-24T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.2,13.2,18.5,7.1,,213,18,87,1009.1,
2022-10-25,Rennes,ind_bretagne.2022-10-25 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-25T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),15.3,11.7,18.4,0.5,,148,13.2,31,1012.2,
2022-10-26,Rennes,ind_bretagne.2022-10-26 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-26T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.6,14.8,21.1,0.3,,175,14.7,37,1014,
2022-10-27,Rennes,ind_bretagne.2022-10-27 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-27T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),17.7,13.9,23.5,0,,155,11.7,31.5,1014.9,
2022-10-28,Rennes,ind_bretagne.2022-10-28 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-28T02:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),16.8,14.4,19.2,0.3,,162,10.9,31.5,1017.1,
2022-10-29,Rennes,ind_bretagne.2022-10-29 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-29T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),18.2,15.6,22.1,0,,162,13.4,39,1015,
2022-10-30,Rennes,ind_bretagne.2022-10-30 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-10-30T02:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.3,11.9,18.1,5.6,,176,11.7,37,1017.7,
2022-10-31,Rennes,ind_bretagne.2022-10-31 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-10-31T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.5,10.3,18.3,0.8,,148,15.6,67,1012,
2022-11-01,Rennes,ind_bretagne.2022-11-01 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-01T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13,10.1,17.3,0.8,,205,18.7,55,1016.3,
2022-11-02,Rennes,ind_bretagne.2022-11-02 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-02T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.4,7.6,16.4,3.3,,186,16.2,44,1019.9,
2022-11-03,Rennes,ind_bretagne.2022-11-03 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-03T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.9,10.5,15,0.8,,208,19.1,59.3,1006.8,
2022-11-04,Rennes,ind_bretagne.2022-11-04 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-04T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.7,6.8,14,7.1,,288,19.4,61.1,1012.5,
2022-11-05,Rennes,ind_bretagne.2022-11-05 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-05T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.8,6,14,0.5,,180,12.3,33,1019.1,
2022-11-06,Rennes,ind_bretagne.2022-11-06 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-06T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),13.7,12.2,17.1,5.6,,202,18.7,42.6,1010.2,
2022-11-07,Rennes,ind_bretagne.2022-11-07 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-07T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14.4,11.6,18,12.2,,192,22.8,63,1010,
2022-11-08,Rennes,ind_bretagne.2022-11-08 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-08T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),14,12.2,16.6,1.5,,199,22.5,57,1004.3,
2022-11-09,Rennes,ind_bretagne.2022-11-09 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-09T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.9,9.4,16.7,0,,211,11.5,37,1013.2,
2022-11-10,Rennes,ind_bretagne.2022-11-10 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-10T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.1,5.9,17,0,,164,10.4,37,1024.9,
2022-11-11,Rennes,ind_bretagne.2022-11-11 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-11T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.3,7.8,12.5,0,,127,11.1,26,1028.1,
2022-11-12,Rennes,ind_bretagne.2022-11-12 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-12T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.5,5.4,18.3,0,,117,9.9,28,1025.5,
2022-11-13,Rennes,ind_bretagne.2022-11-13 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-13T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.9,8.4,17.4,0.3,,114,10.8,28,1018.2,
2022-11-14,Rennes,ind_bretagne.2022-11-14 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-14T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.7,7.6,14.6,0.5,,162,10.7,33,1011.1,
2022-11-15,Rennes,ind_bretagne.2022-11-15 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-15T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),12.1,8.1,16.1,3.8,,185,21.3,57,1000.6,
2022-11-16,Rennes,ind_bretagne.2022-11-16 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-16T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.4,7.3,15,7.1,,184,22,78,993.3,
2022-11-17,Rennes,ind_bretagne.2022-11-17 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-17T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.4,8.8,15,13.2,,248,20.4,59,994.4,
2022-11-18,Rennes,ind_bretagne.2022-11-18 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-18T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.2,4.9,13.4,0,,255,10.3,48,1007,
2022-11-19,Rennes,ind_bretagne.2022-11-19 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-19T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),6.1,1.3,12.3,1,,261,7.1,24,1015.2,
2022-11-20,Rennes,ind_bretagne.2022-11-20 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-20T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.6,4.9,13.7,1,,220,12.8,51.8,1014.3,
2022-11-21,Rennes,ind_bretagne.2022-11-21 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-21T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.9,5.9,12.5,2.8,,198,20,61.1,1000.1,
2022-11-22,Rennes,ind_bretagne.2022-11-22 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-22T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.2,5.6,13.4,1.8,,234,20,57.4,998.4,
2022-11-23,Rennes,ind_bretagne.2022-11-23 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-23T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.2,7.3,14.2,1,,211,19.2,57,999.9,
2022-11-24,Rennes,ind_bretagne.2022-11-24 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-24T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),10.3,5.5,14.6,6.6,,195,17,54,1009,
2022-11-25,Rennes,ind_bretagne.2022-11-25 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-25T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.9,5.7,13.9,8.1,,221,9.5,30,1020,
2022-11-26,Rennes,ind_bretagne.2022-11-26 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-26T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),9.3,5.3,12.2,0,,153,13.7,37,1026.4,
2022-11-27,Rennes,ind_bretagne.2022-11-27 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-27T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),11.7,10,13.6,1.3,,193,16.2,46,1016,
2022-11-28,Rennes,ind_bretagne.2022-11-28 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-28T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,1,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),8.5,6,12.6,6.9,,235,11.6,33,1013.7,
2022-11-29,Rennes,ind_bretagne.2022-11-29 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-11-29T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),6.9,3,12,1.3,,308,4.4,16.7,1019.7,
2022-11-30,Rennes,ind_bretagne.2022-11-30 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-11-30T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),5.9,2.7,9.6,0,,99,8.7,26,1023.1,
2022-12-01,Rennes,ind_bretagne.2022-12-01 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-01T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.1,-0.3,8.1,0,,28,9.7,30,1026.6,
2022-12-02,Rennes,ind_bretagne.2022-12-02 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-02T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),2.1,-2.5,6.1,0,,350,8.1,24.1,1022.4,
2022-12-03,Rennes,ind_bretagne.2022-12-03 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-03T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),3.8,3,4.4,0,,38,16.6,39,1015.7,
2022-12-04,Rennes,ind_bretagne.2022-12-04 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-04T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),3.5,2.7,4.2,0,,69,10.7,24,1013.1,
2022-12-05,Rennes,ind_bretagne.2022-12-05 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-05T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.7,3.7,5.7,0,,81,8.9,37,1019.8,
2022-12-06,Rennes,ind_bretagne.2022-12-06 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-06T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),4.6,3,7.1,0,,71,11.6,31,1021.2,
2022-12-07,Rennes,ind_bretagne.2022-12-07 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-07T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),0.7,-2.1,6.3,0,,50,5.2,22,1020.7,
2022-12-08,Rennes,ind_bretagne.2022-12-08 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-08T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,3,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),-0.2,-3.1,3,0,,67,6.6,22,1011.5,
2022-12-09,Rennes,ind_bretagne.2022-12-09 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-09T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),1.4,-2,5.4,0,,4,8.4,26,1007.6,
2022-12-10,Rennes,ind_bretagne.2022-12-10 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-10T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),-0.5,-5.2,6.5,0,,202,5.8,21,1012.6,
2022-12-11,Rennes,ind_bretagne.2022-12-11 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-11T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),0.2,-2.4,3,0,,126,8.6,24,1009.4,
2022-12-12,Rennes,ind_bretagne.2022-12-12 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-12T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),0.8,-0.9,2.5,0,,119,11.5,30,1007.1,
2022-12-13,Rennes,ind_bretagne.2022-12-13 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-13T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),-0.7,-4,2.5,0,,82,10.6,30,1002.8,
2022-12-14,Rennes,ind_bretagne.2022-12-14 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-14T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),1.7,0,2.7,2.5,,59,15,30,1001.1,
2022-12-15,Rennes,ind_bretagne.2022-12-15 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-15T01:00:00Z,Air Breizh,EPCI,243500139,1,1,2,1,2,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),2.9,1,5,1,,44,17.4,39,1006.2,
2022-12-16,Rennes,ind_bretagne.2022-12-16 01:00:00+01.243500139,3,D̩grad̩,#F0E641,2022-12-16T01:00:00Z,Air Breizh,EPCI,243500139,2,1,2,2,3,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),0.5,-3.8,7.1,0,,358,6.8,22.2,1016.6,
2022-12-17,Rennes,ind_bretagne.2022-12-17 01:00:00+01.243500139,4,Mauvais,#FF5050,2022-12-17T01:00:00Z,Air Breizh,EPCI,243500139,2,1,1,2,4,"-1,71146934","48,10815818","349555,007","6789093,387",2154,POINT (349555.0070453745 6789093.386528317),-2.6,-5.6,2.7,0,,95,8.4,30,1022.6,
