FID,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom
ind_bretagne.2023-02-20 01:00:00+01.200069409,2023-02-20T01:00:00,2,Moyen,#50CCAA,2023-02-20T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-19 01:00:00+01.200069409,2023-02-19T01:00:00,2,Moyen,#50CCAA,2023-02-19T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-18 01:00:00+01.200069409,2023-02-18T01:00:00,2,Moyen,#50CCAA,2023-02-18T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-17 01:00:00+01.200069409,2023-02-17T01:00:00,2,Moyen,#50CCAA,2023-02-17T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-16 01:00:00+01.200069409,2023-02-16T01:00:00,2,Moyen,#50CCAA,2023-02-16T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-15 01:00:00+01.200069409,2023-02-15T01:00:00,2,Moyen,#50CCAA,2023-02-15T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-14 01:00:00+01.200069409,2023-02-14T01:00:00,3,Dégradé,#F0E641,2023-02-14T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-13 01:00:00+01.200069409,2023-02-13T01:00:00,2,Moyen,#50CCAA,2023-02-13T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-12 01:00:00+01.200069409,2023-02-12T01:00:00,3,Dégradé,#F0E641,2023-02-12T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-11 01:00:00+01.200069409,2023-02-11T01:00:00,2,Moyen,#50CCAA,2023-02-11T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-10 01:00:00+01.200069409,2023-02-10T01:00:00,2,Moyen,#50CCAA,2023-02-10T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-09 01:00:00+01.200069409,2023-02-09T01:00:00,3,Dégradé,#F0E641,2023-02-09T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-08 01:00:00+01.200069409,2023-02-08T01:00:00,4,Mauvais,#FF5050,2023-02-08T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,3,1,2,3,4,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-07 01:00:00+01.200069409,2023-02-07T01:00:00,2,Moyen,#50CCAA,2023-02-07T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-06 01:00:00+01.200069409,2023-02-06T01:00:00,2,Moyen,#50CCAA,2023-02-06T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-05 01:00:00+01.200069409,2023-02-05T01:00:00,2,Moyen,#50CCAA,2023-02-05T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-04 01:00:00+01.200069409,2023-02-04T01:00:00,2,Moyen,#50CCAA,2023-02-04T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-03 01:00:00+01.200069409,2023-02-03T01:00:00,2,Moyen,#50CCAA,2023-02-03T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-02 01:00:00+01.200069409,2023-02-02T01:00:00,2,Moyen,#50CCAA,2023-02-02T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-02-01 01:00:00+01.200069409,2023-02-01T01:00:00,2,Moyen,#50CCAA,2023-02-01T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-31 01:00:00+01.200069409,2023-01-31T01:00:00,2,Moyen,#50CCAA,2023-01-31T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-30 01:00:00+01.200069409,2023-01-30T01:00:00,2,Moyen,#50CCAA,2023-01-30T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-29 01:00:00+01.200069409,2023-01-29T01:00:00,2,Moyen,#50CCAA,2023-01-29T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-28 01:00:00+01.200069409,2023-01-28T01:00:00,2,Moyen,#50CCAA,2023-01-28T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-27 01:00:00+01.200069409,2023-01-27T01:00:00,2,Moyen,#50CCAA,2023-01-27T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-26 01:00:00+01.200069409,2023-01-26T01:00:00,2,Moyen,#50CCAA,2023-01-26T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-25 01:00:00+01.200069409,2023-01-25T01:00:00,3,Dégradé,#F0E641,2023-01-25T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-24 01:00:00+01.200069409,2023-01-24T01:00:00,2,Moyen,#50CCAA,2023-01-24T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-23 01:00:00+01.200069409,2023-01-23T01:00:00,3,Dégradé,#F0E641,2023-01-23T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,3,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-22 01:00:00+01.200069409,2023-01-22T01:00:00,3,Dégradé,#F0E641,2023-01-22T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-21 01:00:00+01.200069409,2023-01-21T01:00:00,3,Dégradé,#F0E641,2023-01-21T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-20 01:00:00+01.200069409,2023-01-20T01:00:00,2,Moyen,#50CCAA,2023-01-20T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-19 01:00:00+01.200069409,2023-01-19T01:00:00,2,Moyen,#50CCAA,2023-01-19T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-18 01:00:00+01.200069409,2023-01-18T01:00:00,2,Moyen,#50CCAA,2023-01-18T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-17 01:00:00+01.200069409,2023-01-17T01:00:00,2,Moyen,#50CCAA,2023-01-17T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-16 01:00:00+01.200069409,2023-01-16T01:00:00,2,Moyen,#50CCAA,2023-01-16T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-15 01:00:00+01.200069409,2023-01-15T01:00:00,2,Moyen,#50CCAA,2023-01-15T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-14 01:00:00+01.200069409,2023-01-14T01:00:00,2,Moyen,#50CCAA,2023-01-14T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-13 01:00:00+01.200069409,2023-01-13T01:00:00,2,Moyen,#50CCAA,2023-01-13T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-12 01:00:00+01.200069409,2023-01-12T01:00:00,2,Moyen,#50CCAA,2023-01-12T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-11 01:00:00+01.200069409,2023-01-11T01:00:00,2,Moyen,#50CCAA,2023-01-11T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-10 01:00:00+01.200069409,2023-01-10T01:00:00,2,Moyen,#50CCAA,2023-01-10T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-09 01:00:00+01.200069409,2023-01-09T01:00:00,2,Moyen,#50CCAA,2023-01-09T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-08 01:00:00+01.200069409,2023-01-08T01:00:00,2,Moyen,#50CCAA,2023-01-08T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-07 01:00:00+01.200069409,2023-01-07T01:00:00,2,Moyen,#50CCAA,2023-01-07T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-06 01:00:00+01.200069409,2023-01-06T01:00:00,2,Moyen,#50CCAA,2023-01-06T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-05 01:00:00+01.200069409,2023-01-05T01:00:00,2,Moyen,#50CCAA,2023-01-05T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-04 01:00:00+01.200069409,2023-01-04T01:00:00,2,Moyen,#50CCAA,2023-01-04T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-03 01:00:00+01.200069409,2023-01-03T01:00:00,2,Moyen,#50CCAA,2023-01-03T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-02 01:00:00+01.200069409,2023-01-02T01:00:00,2,Moyen,#50CCAA,2023-01-02T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2023-01-01 01:00:00+01.200069409,2023-01-01T01:00:00,2,Moyen,#50CCAA,2023-01-01T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-31 01:00:00+01.200069409,2022-12-31T01:00:00,2,Moyen,#50CCAA,2022-12-31T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-30 01:00:00+01.200069409,2022-12-30T01:00:00,2,Moyen,#50CCAA,2022-12-30T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-29 01:00:00+01.200069409,2022-12-29T01:00:00,2,Moyen,#50CCAA,2022-12-29T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-28 01:00:00+01.200069409,2022-12-28T01:00:00,2,Moyen,#50CCAA,2022-12-28T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-27 01:00:00+01.200069409,2022-12-27T01:00:00,2,Moyen,#50CCAA,2022-12-27T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-26 01:00:00+01.200069409,2022-12-26T01:00:00,2,Moyen,#50CCAA,2022-12-26T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-25 01:00:00+01.200069409,2022-12-25T01:00:00,2,Moyen,#50CCAA,2022-12-25T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-24 01:00:00+01.200069409,2022-12-24T01:00:00,2,Moyen,#50CCAA,2022-12-24T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-23 01:00:00+01.200069409,2022-12-23T01:00:00,2,Moyen,#50CCAA,2022-12-23T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-22 01:00:00+01.200069409,2022-12-22T01:00:00,2,Moyen,#50CCAA,2022-12-22T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-21 01:00:00+01.200069409,2022-12-21T01:00:00,2,Moyen,#50CCAA,2022-12-21T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-20 01:00:00+01.200069409,2022-12-20T01:00:00,2,Moyen,#50CCAA,2022-12-20T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-19 01:00:00+01.200069409,2022-12-19T01:00:00,2,Moyen,#50CCAA,2022-12-19T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-18 01:00:00+01.200069409,2022-12-18T01:00:00,2,Moyen,#50CCAA,2022-12-18T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-17 01:00:00+01.200069409,2022-12-17T01:00:00,3,Dégradé,#F0E641,2022-12-17T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-16 01:00:00+01.200069409,2022-12-16T01:00:00,2,Moyen,#50CCAA,2022-12-16T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-15 01:00:00+01.200069409,2022-12-15T01:00:00,2,Moyen,#50CCAA,2022-12-15T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-14 01:00:00+01.200069409,2022-12-14T01:00:00,2,Moyen,#50CCAA,2022-12-14T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-13 01:00:00+01.200069409,2022-12-13T01:00:00,4,Mauvais,#FF5050,2022-12-13T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,4,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-12 01:00:00+01.200069409,2022-12-12T01:00:00,2,Moyen,#50CCAA,2022-12-12T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-11 01:00:00+01.200069409,2022-12-11T01:00:00,2,Moyen,#50CCAA,2022-12-11T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-10 01:00:00+01.200069409,2022-12-10T01:00:00,2,Moyen,#50CCAA,2022-12-10T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-09 01:00:00+01.200069409,2022-12-09T01:00:00,2,Moyen,#50CCAA,2022-12-09T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-08 01:00:00+01.200069409,2022-12-08T01:00:00,2,Moyen,#50CCAA,2022-12-08T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-07 01:00:00+01.200069409,2022-12-07T01:00:00,2,Moyen,#50CCAA,2022-12-07T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-06 01:00:00+01.200069409,2022-12-06T01:00:00,3,Dégradé,#F0E641,2022-12-06T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,1,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-05 01:00:00+01.200069409,2022-12-05T01:00:00,3,Dégradé,#F0E641,2022-12-05T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,1,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-04 01:00:00+01.200069409,2022-12-04T01:00:00,3,Dégradé,#F0E641,2022-12-04T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,1,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-03 01:00:00+01.200069409,2022-12-03T01:00:00,2,Moyen,#50CCAA,2022-12-03T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-02 01:00:00+01.200069409,2022-12-02T01:00:00,3,Dégradé,#F0E641,2022-12-02T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-12-01 01:00:00+01.200069409,2022-12-01T01:00:00,2,Moyen,#50CCAA,2022-12-01T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-11-30 01:00:00+01.200069409,2022-11-30T01:00:00,2,Moyen,#50CCAA,2022-11-30T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-11-29 01:00:00+01.200069409,2022-11-29T01:00:00,2,Moyen,#50CCAA,2022-11-29T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-11-28 01:00:00+01.200069409,2022-11-28T01:00:00,2,Moyen,#50CCAA,2022-11-28T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2022-11-27 01:00:00+01.200069409,2022-11-27T01:00:00,2,Moyen,#50CCAA,2022-11-27T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
