time,Localisation,FID,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-12-24,Quimper,ind_bretagne.2022-12-24 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-24T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.5,10.4,12.6,1.5,,205,16.3,29.6,1012.7,
2022-12-24,Rennes,ind_bretagne.2022-12-24 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-24T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),11.7,10.2,12.3,2.5,,201,13.7,31.5,1014.1,
2022-12-24,Saint-Brieuc,ind_bretagne.2022-12-24 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-24T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.7,9.6,11.4,1.9,,196,11.3,37,1012.4,
2022-12-24,Vannes,ind_bretagne.2022-12-24 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-24T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11,10,12,5.3,,204,12.3,,1013.1,
2022-12-25,Brest,ind_bretagne.2022-12-25 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-25T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),10.8,9.8,11.5,7.3,,199,20.1,42,1009.3,
2022-12-25,Quimper,ind_bretagne.2022-12-25 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-25T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),10.6,9.3,11.6,9.6,,199,11.9,25.9,1010.2,
2022-12-25,Rennes,ind_bretagne.2022-12-25 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-25T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),11.1,9.7,12.6,3.3,,175,9.2,31.5,1011.1,
2022-12-25,Saint-Brieuc,ind_bretagne.2022-12-25 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-25T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.1,9.1,10.9,5.1,,184,10.6,30,1009.9,
2022-12-25,Vannes,ind_bretagne.2022-12-25 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-25T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),10.3,9,11,9.4,,192,8.6,,1010.3,
2022-12-26,Brest,ind_bretagne.2022-12-26 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-26T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),7.9,5.2,11.2,3.6,,258,12.3,46,1021.4,
2022-12-26,Quimper,ind_bretagne.2022-12-26 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-26T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),8.5,4,11.5,1,,263,9.2,31.5,1021.9,
2022-12-26,Rennes,ind_bretagne.2022-12-26 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-26T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),9,3.8,12,5.6,,232,10.7,31.5,1021.4,
2022-12-26,Saint-Brieuc,ind_bretagne.2022-12-26 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-26T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.4,5.4,10.2,0.8,,245,13.2,31.5,1020.7,
2022-12-26,Vannes,ind_bretagne.2022-12-26 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-26T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),8.5,3,11,0,,255,7.3,,1021.3,
2022-12-27,Brest,ind_bretagne.2022-12-27 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-27T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),9.6,5,11.6,0.8,,218,25.3,63,1024,
2022-12-27,Quimper,ind_bretagne.2022-12-27 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-27T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),8.1,3.8,11.8,0.1,,216,14.3,38.9,1025.4,
2022-12-27,Rennes,ind_bretagne.2022-12-27 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-27T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),7.2,2.4,11.8,0.3,,188,11.9,35,1026.6,
2022-12-27,Saint-Brieuc,ind_bretagne.2022-12-27 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-27T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.4,5.8,10.8,0,,205,15.4,44,1024.6,
2022-12-27,Vannes,ind_bretagne.2022-12-27 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-27T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,1,2,1,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),7.4,4,11,0,,183,8.7,,1025.4,
2022-12-28,Brest,ind_bretagne.2022-12-28 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-28T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11,9.7,12.4,9.9,,219,38.5,74,1008.7,
2022-12-28,Quimper,ind_bretagne.2022-12-28 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-28T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.4,10.6,12.7,12.5,,221,30.6,57.4,1010.6,
2022-12-28,Rennes,ind_bretagne.2022-12-28 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-28T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),11.2,9.3,12.5,0,,202,23.7,65,1012.6,
2022-12-28,Saint-Brieuc,ind_bretagne.2022-12-28 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-28T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),11.1,9.6,13,2.1,,213,25,61,1009.1,
2022-12-28,Vannes,ind_bretagne.2022-12-28 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-28T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),10.9,10,12,12.7,,215,21.4,,1011.7,
2022-12-29,Brest,ind_bretagne.2022-12-29 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-29T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),8.5,6.8,10.9,15,,239,21.6,63,1008.9,
2022-12-29,Quimper,ind_bretagne.2022-12-29 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-29T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),9.2,7,11.1,2,,242,18.1,51.8,1010.1,
2022-12-29,Rennes,ind_bretagne.2022-12-29 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-29T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),9.2,5,12.7,3.8,,218,16.1,46.3,1010.6,
2022-12-29,Saint-Brieuc,ind_bretagne.2022-12-29 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-29T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.2,5.5,10.4,0.8,,219,18.1,48.2,1008.9,
2022-12-29,Vannes,ind_bretagne.2022-12-29 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-29T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),8.8,6,11,1.9,,231,12.1,,1010.3,
2022-12-30,Brest,ind_bretagne.2022-12-30 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-30T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11.7,7.6,13.3,30,,208,35.5,81,1000.2,
2022-12-30,Quimper,ind_bretagne.2022-12-30 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-30T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.4,9.4,13.9,30.5,,211,33,68.5,1002.1,
2022-12-30,Rennes,ind_bretagne.2022-12-30 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-30T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),12.2,4.9,15.4,2.3,,197,26.6,68,1005,
2022-12-30,Saint-Brieuc,ind_bretagne.2022-12-30 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-30T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),12,6.4,14.5,13.8,,203,26.9,65,1001.3,
2022-12-30,Vannes,ind_bretagne.2022-12-30 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-30T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.8,7,14,24.6,,206,28.5,,1004.1,
2022-12-31,Brest,ind_bretagne.2022-12-31 01:00:00+01.242900314,2,Moyen,#50CCAA,2022-12-31T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.9,10.7,13.6,27,,208,45.9,93,1003.6,
2022-12-31,Quimper,ind_bretagne.2022-12-31 01:00:00+01.200068120,2,Moyen,#50CCAA,2022-12-31T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),14,12.3,15.3,27,,211,41.7,68.5,1005.7,
2022-12-31,Rennes,ind_bretagne.2022-12-31 01:00:00+01.243500139,2,Moyen,#50CCAA,2022-12-31T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),16.3,14.4,18,7.9,,213,36,87,1008.5,
2022-12-31,Saint-Brieuc,ind_bretagne.2022-12-31 01:00:00+01.200069409,2,Moyen,#50CCAA,2022-12-31T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),14.5,13.2,16,17,,206,33.9,85,1004.6,
2022-12-31,Vannes,ind_bretagne.2022-12-31 01:00:00+01.200067932,2,Moyen,#50CCAA,2022-12-31T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),14,12,16,22.6,,203,25.2,,1008.5,
2023-01-01,Brest,ind_bretagne.2023-01-01 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-01T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),10,7.8,12.3,14.2,,214,18.6,57,1010.2,
2023-01-01,Quimper,ind_bretagne.2023-01-01 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-01T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),10.5,8.1,12.3,11.1,,214,15.7,48.2,1011,
2023-01-01,Rennes,ind_bretagne.2023-01-01 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-01T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),12.2,9.9,17,1.3,,186,18,50,1012.1,
2023-01-01,Saint-Brieuc,ind_bretagne.2023-01-01 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-01T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.3,8.2,12.8,4.5,,218,13.9,54,1010.6,
2023-01-01,Vannes,ind_bretagne.2023-01-01 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-01T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,1,2,1,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.2,9,13,10.6,,203,15.9,,1011.3,
2023-01-02,Brest,ind_bretagne.2023-01-02 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-02T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),8,4.7,11.1,4.3,,206,13,46.3,1018.6,
2023-01-02,Quimper,ind_bretagne.2023-01-02 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-02T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),8.2,4.5,11.5,9.4,,244,8.5,38.9,1019.4,
2023-01-02,Rennes,ind_bretagne.2023-01-02 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-02T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),9.3,7.2,13.5,3.3,,205,10.6,42.6,1020.1,
2023-01-02,Saint-Brieuc,ind_bretagne.2023-01-02 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-02T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.3,6.7,11.3,1.2,,206,10,44.5,1018.9,
2023-01-02,Vannes,ind_bretagne.2023-01-02 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-02T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),9.3,7,12,3,,219,6.7,,1019.4,
2023-01-03,Brest,ind_bretagne.2023-01-03 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-03T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11.3,9,12.6,14.6,,210,34.8,70,1022.4,
2023-01-03,Quimper,ind_bretagne.2023-01-03 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-03T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.4,8.1,12.8,12.1,,211,26.4,53.7,1024.2,
2023-01-03,Rennes,ind_bretagne.2023-01-03 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-03T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),9.5,5.6,12.4,0.3,,190,19.2,48,1026.3,
2023-01-03,Saint-Brieuc,ind_bretagne.2023-01-03 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-03T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.1,7.4,12.8,1.7,,198,19.6,55,1023.4,
2023-01-03,Vannes,ind_bretagne.2023-01-03 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-03T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),10,7,12,3.7,,203,14.8,,1025.4,
2023-01-04,Brest,ind_bretagne.2023-01-04 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-04T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,2,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.6,12.3,12.8,4.4,,240,31.2,70,1024.2,
2023-01-04,Quimper,ind_bretagne.2023-01-04 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-04T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,2,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.6,12.2,13,6.9,,243,25.5,51.8,1025.7,
2023-01-04,Rennes,ind_bretagne.2023-01-04 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-04T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),13.4,11.2,14.4,1.5,,228,20.5,50,1025.7,
2023-01-04,Saint-Brieuc,ind_bretagne.2023-01-04 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-04T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),13.1,12.5,13.9,0.3,,229,23.2,52,1023.6,
2023-01-04,Vannes,ind_bretagne.2023-01-04 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-04T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),12.3,12,13,8.9,,242,20.9,,1025.9,
2023-01-05,Brest,ind_bretagne.2023-01-05 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-05T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11.9,11.4,12.3,1.1,,222,26.3,55.5,1024.3,
2023-01-05,Quimper,ind_bretagne.2023-01-05 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-05T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.1,11.5,12.7,0.7,,227,18.3,55.5,1025.5,
2023-01-05,Rennes,ind_bretagne.2023-01-05 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-05T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),12.3,11,13.6,0.8,,218,13.5,53.7,1026,
2023-01-05,Saint-Brieuc,ind_bretagne.2023-01-05 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-05T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),11.8,11,12.7,0,,216,14,51.8,1024.4,
2023-01-05,Vannes,ind_bretagne.2023-01-05 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-05T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.4,10,12,2.1,,231,11.5,,1025.6,
2023-01-06,Brest,ind_bretagne.2023-01-06 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-06T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.1,11.6,12.5,3.9,,209,35.6,65,1016.7,
2023-01-06,Quimper,ind_bretagne.2023-01-06 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-06T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.4,11.9,12.9,2.1,,210,27,50,1018.4,
2023-01-06,Rennes,ind_bretagne.2023-01-06 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-06T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),11.8,10.6,13.2,0,,199,19.7,39,1020.4,
2023-01-06,Saint-Brieuc,ind_bretagne.2023-01-06 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-06T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),12,11,13.2,0.6,,205,18.2,48,1017.7,
2023-01-06,Vannes,ind_bretagne.2023-01-06 01:00:00+01.200067932,2,Moyen,#50CCAA,2023-01-06T01:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.5,11,12,3.6,,207,15.4,,1019.3,
2023-01-07,Brest,ind_bretagne.2023-01-07 01:00:00+01.242900314,2,Moyen,#50CCAA,2023-01-07T01:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),10.4,7,12.5,10.4,,211,38.3,81,1003,
2023-01-07,Quimper,ind_bretagne.2023-01-07 01:00:00+01.200068120,2,Moyen,#50CCAA,2023-01-07T01:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.1,8.1,12.9,16.9,,213,31.1,64.8,1004.8,
2023-01-07,Rennes,ind_bretagne.2023-01-07 01:00:00+01.243500139,2,Moyen,#50CCAA,2023-01-07T01:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),10.6,7.8,12.7,0.5,,190,25.5,63,1007.7,
2023-01-07,Saint-Brieuc,ind_bretagne.2023-01-07 01:00:00+01.200069409,2,Moyen,#50CCAA,2023-01-07T01:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.5,7,12.5,2.8,,197,25.7,68,1004.3,
