time,Localisation,FID,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-04-10,Saint-Brieuc,ind_bretagne.2022-04-10 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-10T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.5,2.3,13.8,,,139,13.1,41,1016.8,
2022-04-10,Vannes,ind_bretagne.2022-04-10 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-10T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),8.5,1,15,0,,108,17.2,,1015.7,
2022-04-11,Brest,ind_bretagne.2022-04-11 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),13.6,9.2,18,0,,153,21.6,54,1003.1,
2022-04-11,Quimper,ind_bretagne.2022-04-11 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.7,10,17,,,129,17.5,44.5,1003.6,
2022-04-11,Rennes,ind_bretagne.2022-04-11 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),13.6,6.7,21.4,0,,136,19.2,46,1006.1,
2022-04-11,Saint-Brieuc,ind_bretagne.2022-04-11 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),12.2,6.9,17.9,,,147,15,42,1004.7,
2022-04-11,Vannes,ind_bretagne.2022-04-11 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-11T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.8,7,16,1.9,,127,19.9,,1004.2,
2022-04-12,Brest,ind_bretagne.2022-04-12 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.9,11.3,16.1,2,,184,20.5,50,1003.9,
2022-04-12,Quimper,ind_bretagne.2022-04-12 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.4,10.5,14.5,,,173,15.6,35.2,1004.5,
2022-04-12,Rennes,ind_bretagne.2022-04-12 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),12.5,10.7,19,1.5,,155,12.4,33.3,1006.2,
2022-04-12,Saint-Brieuc,ind_bretagne.2022-04-12 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),13,11,15,,,177,12.2,44,1004.8,
2022-04-12,Vannes,ind_bretagne.2022-04-12 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-12T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),12.4,9,15,7.2,,174,12.7,,1005.3,
2022-04-13,Brest,ind_bretagne.2022-04-13 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.9,10.3,17.6,0,,190,12.9,35,1015.8,
2022-04-13,Quimper,ind_bretagne.2022-04-13 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13.2,10.3,17.3,,,168,10.3,27.8,1016,
2022-04-13,Rennes,ind_bretagne.2022-04-13 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,2,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),13,4.8,20.2,1.5,,270,3.8,22.2,1016.4,
2022-04-13,Saint-Brieuc,ind_bretagne.2022-04-13 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),12.6,8.4,17.7,,,187,7.9,29.6,1016,
2022-04-13,Vannes,ind_bretagne.2022-04-13 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-13T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),12.4,4,19,0.1,,336,6.1,,1015.7,
2022-04-14,Brest,ind_bretagne.2022-04-14 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-14T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.7,5.8,20.3,0.5,,177,11.5,42,1022.1,
2022-04-14,Quimper,ind_bretagne.2022-04-14 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-14T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13,8.2,18.8,,,116,11,29.6,1022.2,
2022-04-14,Rennes,ind_bretagne.2022-04-14 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-14T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),15.4,6.5,23.4,0.3,,354,5.5,27.8,1022,
2022-04-14,Saint-Brieuc,ind_bretagne.2022-04-14 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-14T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),13.8,9.2,19.1,,,144,6.8,24.1,1022,
2022-04-14,Vannes,ind_bretagne.2022-04-14 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-14T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),14.4,8,20,0,,5,10.4,,1021.6,
2022-04-15,Brest,ind_bretagne.2022-04-15 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-15T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.4,9.4,19.3,0.2,,209,8.9,31.5,1026.2,
2022-04-15,Quimper,ind_bretagne.2022-04-15 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-15T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13.3,6.2,20.2,,,343,8.1,31.5,1025.8,
2022-04-15,Rennes,ind_bretagne.2022-04-15 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-15T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,2,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),15.3,6.6,24.5,0,,18,6.4,27.8,1025.2,
2022-04-15,Saint-Brieuc,ind_bretagne.2022-04-15 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-15T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.6,6.7,14.7,,,356,8,29.6,1026,
2022-04-15,Vannes,ind_bretagne.2022-04-15 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-15T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),15.8,9,22,0.5,,342,10.9,,1024.8,
2022-04-16,Brest,ind_bretagne.2022-04-16 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-16T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,2,1,2,2,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),13.3,5.7,23.5,0.2,,31,8.9,40.8,1026.8,
2022-04-16,Quimper,ind_bretagne.2022-04-16 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-16T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),15.7,9.9,22.7,,,52,11,38.9,1026.5,
2022-04-16,Rennes,ind_bretagne.2022-04-16 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-16T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),14.6,7.5,21.9,0,,19,10.6,38.9,1026.8,
2022-04-16,Saint-Brieuc,ind_bretagne.2022-04-16 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-16T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),12.1,6.7,18.6,,,76,8.5,40.8,1027.4,
2022-04-16,Vannes,ind_bretagne.2022-04-16 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-16T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),15.2,9,22,0,,40,13.8,,1025.8,
2022-04-17,Brest,ind_bretagne.2022-04-17 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-17T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.1,7.9,18.7,0,,217,12.5,33,1022.1,
2022-04-17,Quimper,ind_bretagne.2022-04-17 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-17T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13.2,9.7,17.8,,,6,11.2,33.3,1022.2,
2022-04-17,Rennes,ind_bretagne.2022-04-17 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-17T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),13.7,5.9,20.5,0,,74,5.9,29.6,1021.9,
2022-04-17,Saint-Brieuc,ind_bretagne.2022-04-17 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-17T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),13.1,8.1,20.2,,,206,8.4,37,1021.9,
2022-04-17,Vannes,ind_bretagne.2022-04-17 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-17T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),14,8,21,0,,26,9.3,,1021,
2022-04-18,Brest,ind_bretagne.2022-04-18 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-18T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),9.9,5.2,14.7,0.3,,297,10.2,35,1020.4,
2022-04-18,Quimper,ind_bretagne.2022-04-18 02:00:00+02.200068120,3,Dégradé,#F0E641,2022-04-18T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.1,7.9,15.6,,,313,13.7,37,1020.3,
2022-04-18,Rennes,ind_bretagne.2022-04-18 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-18T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),12.1,7.2,20,0,,333,14,37,1019.1,
2022-04-18,Saint-Brieuc,ind_bretagne.2022-04-18 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-18T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.3,6.7,13.2,,,324,9.8,35.2,1019.8,
2022-04-18,Vannes,ind_bretagne.2022-04-18 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-18T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),11.8,8,16,0,,343,11.7,,1018.4,
2022-04-19,Brest,ind_bretagne.2022-04-19 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-19T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),8.7,2.6,13.6,0,,328,11.5,37,1019,
2022-04-19,Quimper,ind_bretagne.2022-04-19 02:00:00+02.200068120,3,Dégradé,#F0E641,2022-04-19T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,3,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),9.4,4.1,15.1,,,338,12.7,27.8,1018.6,
2022-04-19,Rennes,ind_bretagne.2022-04-19 02:00:00+02.243500139,3,DÃ©gradÃ©,#F0E641,2022-04-19T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,3,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),9.6,2.8,15.4,0,,320,14.4,37,1017.4,
2022-04-19,Saint-Brieuc,ind_bretagne.2022-04-19 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-19T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),8.3,5.2,11.6,,,309,12.4,35,1018.1,
2022-04-19,Vannes,ind_bretagne.2022-04-19 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-19T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),9.1,5,14,0.3,,358,13,,1016.7,
2022-04-20,Brest,ind_bretagne.2022-04-20 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-20T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,2,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),10.2,7.6,14.5,0,,352,13.9,35.2,1015.8,
2022-04-20,Quimper,ind_bretagne.2022-04-20 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-20T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,2,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),10.9,7.2,15.8,,,342,16.6,35.2,1015.3,
2022-04-20,Rennes,ind_bretagne.2022-04-20 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-20T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,2,2,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),11.9,4,19,0,,331,13.6,38.9,1013.4,
2022-04-20,Saint-Brieuc,ind_bretagne.2022-04-20 02:00:00+02.200069409,2,Moyen,#50CCAA,2022-04-20T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),9.5,5.4,13.7,,,321,11.1,35.2,1014.7,
2022-04-20,Vannes,ind_bretagne.2022-04-20 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-20T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,1,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),10.7,4,18,0.1,,0,15.6,,1012.8,
2022-04-21,Brest,ind_bretagne.2022-04-21 02:00:00+02.242900314,4,Mauvais,#FF5050,2022-04-21T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,2,1,3,3,4,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11.6,6.9,18.1,0,,33,8.4,33.3,1009.2,
2022-04-21,Quimper,ind_bretagne.2022-04-21 02:00:00+02.200068120,4,Mauvais,#FF5050,2022-04-21T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,3,2,4,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),11.4,6,18.9,,,338,8.8,37,1009,
2022-04-21,Rennes,ind_bretagne.2022-04-21 02:00:00+02.243500139,3,DÃ©gradÃ©,#F0E641,2022-04-21T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,2,1,3,2,3,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),14.8,9.5,21,0,,19,10.3,30,1008.1,
2022-04-21,Saint-Brieuc,ind_bretagne.2022-04-21 02:00:00+02.200069409,4,Mauvais,#FF5050,2022-04-21T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,4,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),10.3,7.4,15,,,334,9.4,35.2,1009.1,
2022-04-21,Vannes,ind_bretagne.2022-04-21 02:00:00+02.200067932,4,Mauvais,#FF5050,2022-04-21T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,2,4,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),12.4,8,18,2.5,,357,10.1,,1007.3,
2022-04-22,Brest,ind_bretagne.2022-04-22 02:00:00+02.242900314,3,Dégradé,#F0E641,2022-04-22T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,3,2,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.3,7.9,17.4,0.3,,51,22.7,48,1001.5,
2022-04-22,Quimper,ind_bretagne.2022-04-22 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-22T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,2,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13.8,8.9,20.2,,,63,14.6,35.2,1000.6,
2022-04-22,Rennes,ind_bretagne.2022-04-22 02:00:00+02.243500139,2,Moyen,#50CCAA,2022-04-22T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,2,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),14.7,7.8,20.7,0,,48,13.3,42,1001.2,
2022-04-22,Saint-Brieuc,ind_bretagne.2022-04-22 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-22T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,3,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),11.1,7.9,15,,,36,17.8,52,1002.3,
2022-04-22,Vannes,ind_bretagne.2022-04-22 02:00:00+02.200067932,2,Moyen,#50CCAA,2022-04-22T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),14.1,9,20,1.5,,62,17.5,,999.8,
2022-04-23,Brest,ind_bretagne.2022-04-23 02:00:00+02.242900314,3,Dégradé,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,3,3,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.1,9.5,16.2,0,,33,23.5,50,998.7,
2022-04-23,Quimper,ind_bretagne.2022-04-23 02:00:00+02.200068120,3,Dégradé,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,3,3,3,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),14.3,10.5,20,,,31,19.4,38.9,997.2,
2022-04-23,Rennes,ind_bretagne.2022-04-23 02:00:00+02.243500139,3,DÃ©gradÃ©,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,3,2,2,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),14.1,10.8,18.8,0,,35,15.9,37,996.4,
2022-04-23,Saint-Brieuc,ind_bretagne.2022-04-23 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,3,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),11.5,9.6,14.5,,,31,18.3,42,998.2,
2022-04-23,Vannes,ind_bretagne.2022-04-23 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-23T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,3,2,2,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),13,5,19,4.7,,29,20,,995.5,
2022-04-24,Brest,ind_bretagne.2022-04-24 02:00:00+02.242900314,3,Dégradé,#F0E641,2022-04-24T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,3,3,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),11.9,10.1,15.1,0,,17,13.7,46.3,1006.2,
2022-04-24,Quimper,ind_bretagne.2022-04-24 02:00:00+02.200068120,3,Dégradé,#F0E641,2022-04-24T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,3,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),13.5,10.4,17.9,,,353,12.6,51.8,1005.4,
2022-04-24,Rennes,ind_bretagne.2022-04-24 02:00:00+02.243500139,4,Mauvais,#FF5050,2022-04-24T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,3,4,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),13.3,10.1,18.4,0.3,,313,9.2,44.5,1004.2,
2022-04-24,Saint-Brieuc,ind_bretagne.2022-04-24 02:00:00+02.200069409,3,Dégradé,#F0E641,2022-04-24T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,3,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),11.8,9.1,14.5,0,,353,9.3,50,1005.4,
2022-04-24,Vannes,ind_bretagne.2022-04-24 02:00:00+02.200067932,3,Dégradé,#F0E641,2022-04-24T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,2,3,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),12.3,10,17,8.3,,9,11.1,,1004.1,
2022-04-25,Brest,ind_bretagne.2022-04-25 02:00:00+02.242900314,2,Moyen,#50CCAA,2022-04-25T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,2,2,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),12.2,8.8,17.5,6.6,,47,11.9,35,1013.2,
2022-04-25,Quimper,ind_bretagne.2022-04-25 02:00:00+02.200068120,2,Moyen,#50CCAA,2022-04-25T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,2,2,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),12.8,8.8,17.3,,,32,8,20.4,1012.9,
